"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1789",621381,"Matt Strahm",2019,"1789","100.0","0.267","0.210","0.315","0.477","0.326","0.327","0.259","121","453","89.0","15.9","2356","86.8","85.91","210","903","874","-0.9","5.67","113","152","115","149","306","327","302"
"1788",502239,"Trevor Cahill",2019,"1788","100.0","0.273","0.264","0.283","0.537","0.364","0.344","0.265","111","406","88.8","9.1","2212","86.0","85.59","191","805","973","-0.4","5.97","114","152","115","147","294","318","291"
"1781",615698,"Cal Quantrill",2019,"1781","100.0","0.260","0.170","0.297","0.430","0.311","0.327","0.269","106","407","87.9","11.9","2035","90.4","90.30","193","864","909","-0.1","6.15","116","151","115","150","300","327","306"
"1780",607536,"Kyle Freeland",2019,"1780","100.0","0.296","0.258","0.310","0.554","0.372","0.366","0.292","126","426","89.5","10.0","2173","89.0","89.60","182","853","916","0.6","6.42","108","153","115","144","309","330","305"
"1750",543548,"Tommy Milone",2019,"1750","100.0","0.241","0.243","0.252","0.485","0.313","0.323","0.249","102","423","87.3","16.5","2056","82.4","81.03","187","818","924","-1.4","5.86","108","155","115","146","297","317","286"
"1729",282332,"CC Sabathia",2019,"1729","100.0","0.265","0.246","0.294","0.512","0.351","0.317","0.244","112","422","87.0","14.9","2137","85.0","85.98","206","818","905","1.0","6.69","103","153","114","148","299","326","288"
"1689",571760,"Andrew Heaney",2019,"1689","100.0","0.251","0.203","0.312","0.454","0.325","0.319","0.238","93","370","90.2","18.4","2448","87.8","86.81","256","818","861","-1.0","5.80","111","149","116","146","296","315","287"
"1671",592332,"Kevin Gausman",2019,"1671","100.0","0.282","0.172","0.353","0.454","0.332","0.327","0.257","113","401","88.7","13.8","1981","89.4","88.97","266","880","779","-0.4","6.10","110","151","114","148","302","322","294"
"1668",605446,"Dereck Rodriguez",2019,"1668","100.0","0.271","0.221","0.284","0.492","0.347","0.356","0.285","108","398","89.5","13.1","2134","86.2","86.72","158","751","903","0.5","6.47","110","151","114","147","296","325","294"
"1619",601713,"Nick Pivetta",2019,"1619","100.0","0.278","0.238","0.313","0.516","0.359","0.354","0.269","103","370","89.7","11.4","2516","88.4","88.24","182","738","868","-0.2","6.26","111","150","116","150","298","324","294"
"1599",642547,"Freddy Peralta",2019,"1599","100.0","0.257","0.201","0.343","0.457","0.333","0.309","0.224","87","339","90.1","18.7","2440","90.2","91.43","231","784","809","1.2","6.93","109","154","115","151","301","319","293"
"1587",641312,"Shaun Anderson",2019,"1587","100.0","0.291","0.170","0.327","0.461","0.345","0.366","0.302","111","382","88.5","12.1","2424","89.7","89.54","159","766","813","-0.2","6.08","109","153","113","148","301","328","302"
"1582",663567,"Peter Lambert",2019,"1582","100.0","0.321","0.251","0.338","0.571","0.395","0.371","0.304","119","371","89.8","7.4","2092","88.5","87.97","119","707","860","-0.5","5.63","113","151","114","148","310","333","307"
"1579",543557,"Mike Montgomery",2019,"1579","100.0","0.315","0.220","0.348","0.535","0.383","0.384","0.309","113","359","90.3","7.0","1990","86.6","86.54","154","708","862","-0.1","6.20","110","151","116","145","301","325","300"
"1570",570240,"Felix Pena",2019,"1570","100.0","0.219","0.183","0.256","0.402","0.298","0.329","0.253","80","366","89.0","13.3","2206","87.1","86.40","208","704","857","-0.7","5.84","112","152","114","148","293","317","291"
"1552",656288,"Griffin Canning",2019,"1552","100.0","0.235","0.196","0.281","0.431","0.312","0.306","0.223","80","341","87.9","17.4","2314","89.9","88.76","227","702","841","-1.1","5.56","114","150","113","149","294","316","291"
"1548",643327,"Zack Godley",2019,"1548","100.0","0.271","0.198","0.301","0.469","0.347","0.366","0.279","96","354","89.5","11.6","2146","85.9","84.38","174","712","828","-1.5","5.32","112","154","117","151","301","326","301"
"1541",521655,"Wilmer Font",2019,"1541","100.0","0.242","0.245","0.288","0.488","0.330","0.310","0.230","78","322","89.1","17.5","2283","88.6","88.82","207","749","788","0.2","6.58","112","154","113","148","303","322","298"
"1512",664199,"Taylor Clarke",2019,"1512","100.0","0.263","0.287","0.261","0.550","0.361","0.357","0.262","86","327","89.3","16.2","2205","89.3","88.83","168","729","774","-0.5","5.96","113","156","119","152","300","328","301"
"1510",502748,"Brad Peacock",2019,"1510","100.0","0.227","0.201","0.267","0.427","0.306","0.309","0.227","78","344","90.1","14.3","2374","87.6","86.55","141","650","855","-1.0","5.72","110","152","117","150","287","315","297"
"1501",461829,"Gio Gonzalez",2019,"1501","100.0","0.234","0.163","0.282","0.397","0.304","0.328","0.253","76","325","87.4","9.9","2099","84.7","83.38","172","660","837","-1.3","5.92","108","154","111","149","304","319","294"
"1498",642545,"Jaime Barria",2019,"1498","100.0","0.275","0.296","0.287","0.572","0.370","0.362","0.273","92","334","89.9","18.8","2117","86.6","85.96","147","662","831","-0.6","5.73","113","155","116","148","294","322","292"
"1487",502706,"Derek Holland",2019,"1487","100.0","0.258","0.239","0.284","0.497","0.356","0.358","0.246","82","318","91.0","14.2","2310","88.0","87.19","182","675","806","-0.8","5.84","109","149","114","146","298","323","293"
"1486",660761,"Jose Suarez",2019,"1486","100.0","0.304","0.261","0.326","0.565","0.394","0.364","0.277","100","329","88.6","16.4","2154","85.3","84.63","172","677","792","-0.7","5.74","111","149","114","147","296","316","287"
"1485",593423,"Frankie Montas",2019,"1485","100.0","0.230","0.134","0.297","0.364","0.276","0.284","0.237","84","365","87.0","9.9","2273","92.7","91.29","189","729","750","-1.4","5.43","110","147","119","151","295","321","296"
"1467",592879,"Asher Wojciechowski",2019,"1467","100.0","0.248","0.235","0.279","0.483","0.339","0.345","0.250","80","323","87.8","21.6","2296","87.6","88.14","186","713","743","0.5","6.52","106","153","116","147","297","327","299"
"1445",548389,"Ross Stripling",2019,"1445","100.0","0.244","0.169","0.299","0.413","0.294","0.289","0.237","84","344","89.2","10.5","2293","85.6","84.91","162","661","780","-0.7","5.72","112","157","120","145","293","317","296"
"1442",622694,"Elieser Hernandez",2019,"1442","100.0","0.242","0.261","0.267","0.503","0.340","0.299","0.214","76","314","86.9","21.4","2203","85.6","84.99","176","697","730","-0.6","5.91","109","156","117","149","304","325","296"
"1430",605276,"David Hess",2019,"1430","100.0","0.287","0.321","0.282","0.609","0.390","0.406","0.308","94","327","92.3","18.2","2139","89.0","87.79","136","699","725","-1.2","5.54","107","152","116","147","304","329","299"
"1427",543208,"Sam Gaviglio",2019,"1427","100.0","0.235","0.199","0.259","0.434","0.301","0.308","0.236","85","362","88.3","10.2","2031","86.1","86.12","179","639","778","0.0","6.35","110","154","121","149","306","327","300"
"1392",448855,"Junior Guerra",2019,"1392","100.0","0.194","0.157","0.221","0.351","0.275","0.306","0.225","58","299","86.8","14.4","2207","90.5","89.89","170","648","737","-0.6","6.17","109","155","114","149","301","318","295"
"1387",668678,"Zac Gallen",2019,"1387","100.0","0.212","0.143","0.284","0.355","0.287","0.298","0.220","62","293","87.0","13.5","2227","88.1","88.09","188","638","741","0.0","6.23","109","153","117","150","303","322","297"
"1386",572140,"Tyler Skaggs",2019,"1386","100.0","0.242","0.139","0.295","0.381","0.297","0.327","0.263","73","302","88.6","15.8","2255","84.6","84.17","138","640","742","-0.4","6.08","110","150","114","147","297","317","289"
"1377",657141,"Jordan Yamamoto",2019,"1377","100.0","0.191","0.163","0.225","0.355","0.281","0.316","0.234","54","282","89.9","17.2","2418","86.0","85.40","140","614","753","-0.6","5.91","109","155","116","149","303","326","293"
"1372",570632,"Jose Urena",2019,"1372","100.0","0.293","0.180","0.325","0.473","0.342","0.345","0.285","99","338","90.7","9.1","2151","92.5","91.91","141","663","696","-0.6","5.95","106","154","118","147","299","326","301"
"1364",656302,"Dylan Cease",2019,"1364","100.0","0.271","0.215","0.326","0.486","0.353","0.329","0.247","78","288","87.9","12.0","2441","89.7","88.91","158","605","756","-0.8","5.70","110","150","114","148","293","323","295"
"1363",608717,"Chris Stratton",2019,"1363","100.0","0.300","0.206","0.349","0.506","0.366","0.334","0.270","93","310","88.4","11.8","2636","87.9","88.13","158","651","709","0.2","6.26","110","150","119","147","301","323","297"
"1354",521230,"Liam Hendriks",2019,"1354","100.0","0.201","0.109","0.315","0.309","0.237","0.234","0.185","61","304","89.8","21.1","2309","93.8","94.09","250","694","655","0.3","6.42","111","148","120","150","300","325","301"
"1352",570666,"Luis Cessa",2019,"1352","100.0","0.246","0.187","0.277","0.433","0.317","0.302","0.231","75","305","88.3","10.7","2343","89.0","87.68","186","634","711","-1.3","5.38","107","152","117","148","295","324","290"
"1344",628711,"Julio Urias",2019,"1344","100.0","0.201","0.123","0.257","0.324","0.263","0.273","0.211","59","293","83.6","18.0","2425","90.1","89.04","205","686","649","-1.1","5.49","112","156","116","146","296","318","293"
"1335",547179,"Michael Lorenzen",2019,"1335","100.0","0.221","0.134","0.274","0.355","0.277","0.282","0.222","68","307","85.5","11.7","2459","92.3","91.05","201","649","681","-1.3","5.55","115","154","117","147","294","315","289"
"1333",621097,"Jacob Waguespack",2019,"1333","100.0","0.249","0.189","0.279","0.439","0.325","0.353","0.276","75","301","89.1","14.8","1987","88.2","88.47","142","651","676","0.3","6.34","111","155","118","151","308","331","300"
"1325",622065,"Alex Young",2019,"1325","100.0","0.229","0.184","0.252","0.413","0.298","0.323","0.252","72","315","87.8","10.2","2193","85.7","84.66","172","628","687","-1.0","5.58","111","153","114","150","300","323","296"
"1323",598286,"Nick Ramirez",2019,"1323","100.0","0.247","0.179","0.288","0.425","0.313","0.321","0.247","76","308","86.8","11.4","1908","84.7","83.51","175","620","700","-1.2","5.45","108","148","115","147","298","328","293"
"1320",643338,"Chad Green",2019,"1320","100.0","0.247","0.180","0.346","0.427","0.312","0.313","0.232","66","267","91.6","17.7","2412","94.4","94.36","198","670","643","0.0","6.27","110","154","116","150","291","323","290"
"1315",429719,"Edwin Jackson",2019,"1315","100.0","0.351","0.334","0.363","0.686","0.449","0.412","0.313","105","299","91.1","11.9","2277","90.1","89.98","144","604","705","-0.1","6.08","109","149","117","148","303","328","298"
"1310",598264,"Matt Barnes",2019,"1310","100.0","0.210","0.136","0.341","0.346","0.292","0.274","0.189","51","243","89.5","9.5","2336","90.8","91.01","209","579","728","0.2","6.42","110","150","117","148","286","321","292"
"1307",445926,"Jesse Chavez",2019,"1307","100.0","0.267","0.195","0.311","0.463","0.331","0.348","0.276","82","307","88.1","13.2","2220","89.0","88.27","103","561","739","-0.7","5.75","108","152","111","148","294","322","301"
"1301",641482,"Nestor Cortes",2019,"1301","100.0","0.281","0.213","0.321","0.494","0.353","0.345","0.268","75","267","87.8","18.3","2134","85.6","84.60","149","591","708","-1.0","5.55","106","153","116","148","295","324","288"
"1300",592773,"Ryne Stanek",2019,"1300","100.0","0.214","0.168","0.266","0.382","0.293","0.321","0.227","61","285","90.0","18.2","2093","93.7","92.80","216","622","675","-0.9","5.75","108","156","115","148","298","326","297"
"1300",605130,"Scott Barlow",2019,"1300","100.0","0.240","0.157","0.341","0.397","0.314","0.299","0.219","64","267","88.7","14.5","2381","87.3","88.24","203","600","696","0.9","6.62","111","151","120","141","302","325","303"
"1294",543521,"Collin McHugh",2019,"1294","100.0","0.221","0.211","0.265","0.432","0.309","0.314","0.237","62","280","88.0","15.1","2581","83.9","83.47","158","563","725","-0.4","6.06","111","152","117","150","287","316","295"
"1294",600917,"Jose Leclerc",2019,"1294","100.0","0.209","0.165","0.313","0.373","0.306","0.271","0.175","52","249","87.2","19.1","2597","90.2","88.50","188","568","719","-1.7","5.33","109","153","114","148","293","323","300"
"1287",607200,"Erick Fedde",2019,"1287","100.0","0.276","0.174","0.288","0.451","0.339","0.391","0.318","81","293","89.2","7.2","1950","88.3","88.66","93","554","728","0.4","6.33","113","150","113","148","299","315","297"
"1285",543022,"Tyler Chatwood",2019,"1285","100.0","0.232","0.121","0.286","0.354","0.302","0.330","0.267","65","280","87.7","4.7","2540","93.0","92.60","137","543","731","-0.4","5.96","113","150","111","152","296","322","296"
"1284",605151,"Archie Bradley",2019,"1284","100.0","0.246","0.125","0.341","0.371","0.311","0.321","0.248","67","272","88.7","12.0","2124","91.8","91.95","139","581","695","0.2","6.33","111","153","119","151","302","328","304"
"1275",607625,"Seth Lugo",2019,"1275","100.0","0.192","0.124","0.267","0.316","0.237","0.241","0.186","56","291","88.2","14.5","2473","89.6","88.97","156","586","682","-0.6","5.94","114","152","113","146","299","316","296"
"1274",596071,"Dillon Peters",2019,"1274","100.0","0.290","0.280","0.302","0.570","0.381","0.367","0.286","85","293","89.4","13.6","2277","85.7","84.80","122","598","671","-0.9","5.65","111","148","116","146","295","318","288"
"1274",471911,"Carlos Carrasco",2019,"1274","100.0","0.288","0.254","0.357","0.542","0.356","0.339","0.267","92","319","91.5","13.6","2321","89.2","89.38","205","657","613","0.2","6.21","110","153","116","148","290","311","286"
"1268",519393,"Marcus Walden",2019,"1268","100.0","0.213","0.129","0.266","0.341","0.280","0.303","0.237","61","287","89.3","7.6","2271","90.3","91.17","180","613","644","0.9","6.58","109","150","115","148","284","321","291"
"1264",543135,"Nathan Eovaldi",2019,"1264","100.0","0.276","0.234","0.316","0.510","0.367","0.341","0.245","72","261","90.8","11.3","2138","91.9","91.49","146","555","705","-0.4","6.00","110","152","117","150","285","321","293"
"1256",656546,"Jeff Hoffman",2019,"1256","100.0","0.283","0.305","0.303","0.588","0.390","0.390","0.289","77","272","90.4","15.7","2386","87.7","87.56","126","580","667","-0.1","6.04","115","151","114","148","308","337","310"
"1255",623381,"Thomas Pannone",2019,"1255","100.0","0.255","0.199","0.291","0.455","0.335","0.352","0.256","73","286","89.5","18.8","2219","85.1","84.58","149","588","660","-0.5","6.04","108","152","118","148","306","326","296"
"1254",592426,"Luke Jackson",2019,"1254","100.0","0.266","0.136","0.388","0.402","0.311","0.268","0.204","76","286","88.5","2.6","2477","90.5","90.76","225","612","639","0.3","6.30","108","149","112","149","304","326","297"
"1251",489334,"Craig Stammen",2019,"1251","100.0","0.251","0.182","0.284","0.433","0.298","0.289","0.244","80","319","87.0","5.5","2219","90.5","90.91","123","567","681","0.4","6.46","115","152","115","149","304","328","306"
"1244",519443,"Brandon Workman",2019,"1244","100.0","0.123","0.043","0.211","0.166","0.208","0.260","0.178","29","235","88.2","9.5","2367","86.0","87.04","169","485","757","1.0","6.89","111","150","117","148","286","322","292"
"1240",608032,"Carlos Estevez",2019,"1240","100.0","0.250","0.200","0.305","0.450","0.316","0.308","0.243","70","280","90.4","15.5","2264","94.8","94.87","189","616","621","0.1","6.03","114","152","119","148","309","335","308"
"1233",659275,"Dinelson Lamet",2019,"1233","100.0","0.226","0.182","0.314","0.409","0.308","0.304","0.221","62","274","88.2","16.3","2516","91.4","90.37","181","568","652","-1.0","5.66","116","151","114","150","302","326","304"
"1232",612434,"Miguel Castro",2019,"1232","100.0","0.232","0.154","0.269","0.386","0.303","0.301","0.221","63","272","87.1","9.4","2480","92.5","92.15","151","544","687","-0.3","6.13","106","151","117","145","301","325","296"
"1225",621142,"Ty Buttrey",2019,"1225","100.0","0.247","0.129","0.323","0.376","0.298","0.315","0.248","69","279","90.0","13.6","2072","91.9","90.80","154","568","649","-1.1","5.65","114","151","114","148","294","317","292"
"1217",543339,"Daniel Hudson",2019,"1217","100.0","0.210","0.154","0.249","0.363","0.277","0.314","0.229","56","267","89.3","16.0","2501","93.5","93.01","138","601","607","-0.5","6.06","111","151","117","149","304","324","299"
"1217",605154,"John Brebbia",2019,"1217","100.0","0.216","0.117","0.293","0.333","0.271","0.279","0.210","59","273","87.8","23.6","2479","89.2","89.81","178","616","596","0.6","6.49","111","150","112","148","299","321","298"
"1216",433587,"Felix Hernandez",2019,"1216","100.0","0.291","0.260","0.311","0.551","0.378","0.374","0.284","85","292","91.9","11.0","2170","84.6","84.19","114","524","683","-0.4","5.95","109","155","113","147","297","321","295"
"1210",593833,"Wander Suero",2019,"1210","100.0","0.242","0.110","0.326","0.352","0.286","0.318","0.258","64","264","89.0","11.0","2480","90.8","90.75","177","602","603","0.0","6.07","113","149","112","148","300","314","296"
"1204",542882,"Matt Andriese",2019,"1204","100.0","0.262","0.164","0.335","0.425","0.317","0.298","0.231","72","275","89.1","7.6","2333","88.7","87.67","143","566","630","-1.0","5.57","112","152","118","150","303","327","302"
"1194",571882,"Derek Law",2019,"1194","100.0","0.256","0.181","0.321","0.437","0.342","0.331","0.246","61","238","89.5","8.5","2129","86.7","86.86","150","500","688","0.2","6.30","109","152","119","149","306","329","301"
"1188",543766,"Bryan Shaw",2019,"1188","100.0","0.251","0.215","0.277","0.465","0.337","0.337","0.260","69","275","90.5","7.3","2378","90.1","88.86","138","545","634","-1.2","5.23","114","151","116","147","307","333","307"
"1184",518617,"Jake Diekman",2019,"1184","100.0","0.215","0.101","0.319","0.316","0.303","0.302","0.207","49","228","88.0","9.0","2451","90.8","90.51","188","530","639","-0.3","6.07","108","147","115","144","299","323","300"
"1181",656794,"Sean Newcomb",2019,"1181","100.0","0.236","0.139","0.282","0.375","0.299","0.312","0.243","61","259","87.3","11.7","2371","89.7","88.32","123","537","636","-1.4","5.48","109","151","112","149","306","324","294"
"1181",623352,"Josh Hader",2019,"1181","100.0","0.155","0.211","0.232","0.366","0.247","0.236","0.158","41","265","90.4","26.7","2190","93.4","93.42","291","693","480","0.0","6.64","112","154","113","150","304","318","293"
"1175",664285,"Framber Valdez",2019,"1175","100.0","0.267","0.152","0.319","0.419","0.342","0.326","0.250","74","277","89.5","-1.0","2429","88.1","87.15","133","510","659","-1.0","5.76","107","151","115","147","288","314","296"
"1166",543507,"Trevor May",2019,"1166","100.0","0.184","0.132","0.233","0.316","0.256","0.288","0.202","43","234","87.8","18.6","2363","91.0","92.00","162","539","622","1.0","6.73","108","154","115","147","297","326","295"
"1162",593144,"Richard Rodriguez",2019,"1162","100.0","0.252","0.182","0.280","0.434","0.315","0.311","0.240","65","258","89.8","16.8","2488","91.5","91.42","134","564","592","-0.1","6.41","108","148","120","147","308","325","301"
"1159",570663,"Hansel Robles",2019,"1159","100.0","0.221","0.111","0.283","0.332","0.254","0.263","0.216","58","262","88.9","15.7","2237","93.7","93.12","154","583","574","-0.6","5.88","112","150","114","148","292","317","292"
"1158",493603,"Adam Ottavino",2019,"1158","100.0","0.198","0.110","0.286","0.308","0.276","0.271","0.181","47","237","85.3","14.4","2645","87.7","88.09","137","448","707","0.4","6.57","107","152","113","148","295","324","288"
"1157",446321,"Ross Detwiler",2019,"1157","100.0","0.305","0.266","0.304","0.571","0.387","0.386","0.299","86","282","90.5","10.4","2094","87.8","86.32","88","542","612","-1.5","5.25","108","150","114","146","295","319","293"
"1157",571656,"Buck Farmer",2019,"1157","100.0","0.247","0.175","0.310","0.422","0.312","0.314","0.238","62","251","89.5","10.0","2283","90.0","89.27","159","533","618","-0.7","5.83","109","148","114","148","297","330","290"
"1154",433589,"Yusmeiro Petit",2019,"1154","100.0","0.194","0.167","0.214","0.361","0.240","0.276","0.217","57","294","87.7","21.6","2149","85.1","86.29","143","567","582","1.2","6.90","111","148","120","150","299","324","299"
"1151",612672,"Wei-Yin Chen",2019,"1151","100.0","0.311","0.246","0.353","0.557","0.378","0.360","0.288","87","280","89.4","14.3","2177","85.9","85.72","117","580","560","-0.2","6.05","108","151","118","147","300","324","296"
"1149",642607,"Dario Agrazal",2019,"1149","100.0","0.283","0.214","0.285","0.497","0.354","0.355","0.281","82","290","87.3","14.8","2180","88.8","87.97","84","523","612","-0.8","5.72","110","148","120","148","306","326","299"
"1145",592346,"Chi Chi Gonzalez",2019,"1145","100.0","0.246","0.200","0.261","0.446","0.334","0.363","0.279","59","240","88.2","12.0","2371","89.4","88.51","102","497","644","-0.9","5.45","114","152","118","147","307","334","307"
"1144",606965,"Chris Devenski",2019,"1144","100.0","0.256","0.215","0.298","0.470","0.327","0.304","0.231","69","270","88.7","19.7","2093","88.2","87.05","157","557","584","-1.1","5.55","111","153","120","150","289","316","297"
"1143",453172,"Jared Hughes",2019,"1143","100.0","0.224","0.200","0.233","0.424","0.306","0.319","0.245","57","255","89.7","1.3","1881","89.7","89.58","122","540","598","-0.1","6.18","112","152","118","146","297","317","289"
"1142",607352,"Joe Biagini",2019,"1142","100.0","0.281","0.233","0.318","0.514","0.358","0.364","0.285","71","253","88.3","9.3","2155","89.9","89.22","149","526","613","-0.7","5.85","111","153","119","149","301","323","297"
"1142",657624,"Josh James",2019,"1142","100.0","0.203","0.172","0.308","0.374","0.304","0.271","0.174","46","227","89.7","16.9","2362","93.1","92.62","189","516","619","-0.5","6.01","111","152","117","150","288","315","297"
"1141",606149,"Giovanny Gallegos",2019,"1141","100.0","0.170","0.151","0.222","0.320","0.231","0.254","0.189","44","259","88.3","19.6","2343","90.0","88.22","198","572","565","-1.8","5.30","113","151","111","149","297","322","298"
"1138",605452,"Joe Ross",2019,"1138","100.0","0.291","0.157","0.351","0.449","0.355","0.357","0.270","74","254","87.5","10.1","2045","91.2","91.49","126","535","597","0.3","6.36","113","149","113","148","298","315","297"
"1136",458708,"Josh Tomlin",2019,"1136","100.0","0.267","0.195","0.279","0.463","0.308","0.323","0.276","82","307","89.1","17.8","2435","85.6","84.34","115","579","554","-1.3","5.29","110","150","114","150","306","325","297"
"1133",628452,"Raisel Iglesias",2019,"1133","100.0","0.240","0.201","0.318","0.441","0.307","0.287","0.225","61","254","87.8","20.6","2292","90.5","89.69","188","553","574","-0.8","5.72","117","154","116","145","293","315","290"
"1133",434538,"Francisco Liriano",2019,"1133","100.0","0.232","0.151","0.274","0.382","0.309","0.310","0.224","60","259","85.8","9.4","2027","89.6","89.57","163","535","588","0.0","6.15","109","149","117","146","308","324","296"
"1132",542888,"Shawn Armstrong",2019,"1132","100.0","0.282","0.167","0.349","0.449","0.347","0.348","0.260","66","234","87.8","20.7","2584","91.1","91.33","148","553","573","0.2","6.33","103","151","115","145","302","325","298"
"1126",593576,"Hector Neris",2019,"1126","100.0","0.186","0.153","0.241","0.339","0.265","0.280","0.200","45","242","88.8","13.0","1843","89.6","89.02","210","545","572","-0.6","5.91","111","151","116","150","300","324","295"
"1124",598287,"Noe Ramirez",2019,"1124","100.0","0.232","0.165","0.299","0.398","0.297","0.287","0.215","59","254","87.3","16.1","2347","83.2","81.93","158","509","609","-1.3","5.52","111","151","115","146","295","318","290"
"1119",650895,"Diego Castillo",2019,"1119","100.0","0.230","0.144","0.302","0.374","0.292","0.271","0.201","59","257","87.9","8.3","2232","93.3","91.41","165","507","604","-1.9","5.18","109","154","114","147","292","324","297"
"1116",465657,"Joakim Soria",2019,"1116","100.0","0.202","0.139","0.253","0.341","0.261","0.291","0.218","51","252","87.4","15.1","2346","88.4","88.40","155","538","575","0.0","6.25","112","149","122","151","303","326","300"
"1112",520980,"Pedro Baez",2019,"1112","100.0","0.174","0.113","0.215","0.287","0.239","0.252","0.184","43","247","87.4","21.6","2122","91.1","90.76","182","569","532","-0.3","6.11","110","158","118","144","297","319","296"
"1110",642397,"Gregory Soto",2019,"1110","100.0","0.308","0.188","0.344","0.496","0.372","0.382","0.297","74","240","91.1","8.3","2320","92.5","93.24","101","508","598","0.7","6.65","106","147","115","146","298","330","291"
"1109",518553,"Steve Cishek",2019,"1109","100.0","0.210","0.118","0.246","0.328","0.285","0.320","0.233","48","229","84.7","11.7","2339","85.8","87.60","109","482","618","1.8","7.28","111","151","111","152","295","320","295"
"1107",607231,"John Gant",2019,"1107","100.0","0.217","0.106","0.275","0.323","0.283","0.298","0.236","51","235","87.0","9.6","2302","90.4","90.29","143","521","585","-0.1","6.23","110","148","110","147","299","322","298"
"1101",623433,"Nick Anderson",2019,"1101","100.0","0.214","0.160","0.349","0.374","0.269","0.264","0.201","52","243","89.6","20.1","2239","90.8","89.92","225","593","504","-0.9","5.79","110","156","119","148","301","326","301"
"1096",453178,"Ian Kennedy",2019,"1096","100.0","0.261","0.102","0.349","0.363","0.291","0.284","0.225","64","245","88.6","14.7","2433","91.7","91.77","128","527","566","0.1","6.25","113","150","116","143","301","326","307"
"1092",571710,"Mychal Givens",2019,"1092","100.0","0.213","0.213","0.271","0.426","0.303","0.311","0.225","49","230","88.9","14.9","2356","92.5","92.37","187","546","542","-0.1","6.17","107","153","116","146","299","324","296"
"1076",643316,"Paul Fry",2019,"1076","100.0","0.247","0.155","0.299","0.402","0.326","0.313","0.235","54","219","88.0","2.9","2550","87.5","87.13","117","452","615","-0.4","5.95","106","153","114","147","298","325","299"
"1076",457915,"Javy Guerra",2019,"1076","100.0","0.251","0.176","0.284","0.427","0.301","0.317","0.254","67","267","89.4","17.7","2061","89.1","88.06","107","571","501","-1.0","5.61","114","151","118","148","303","315","296"
"1075",641941,"Emilio Pagan",2019,"1075","100.0","0.179","0.190","0.228","0.369","0.245","0.225","0.176","45","252","89.3","21.4","2436","92.3","92.66","207","589","483","0.4","6.53","110","166","120","148","295","325","301"
"1075",448281,"Sean Doolittle",2019,"1075","100.0","0.260","0.202","0.315","0.463","0.321","0.313","0.239","63","242","90.9","24.9","2219","92.1","91.84","149","634","437","-0.3","6.03","112","151","113","148","306","320","297"
"1073",621242,"Edwin Diaz",2019,"1073","100.0","0.258","0.244","0.381","0.502","0.344","0.279","0.203","58","225","90.1","16.3","2370","94.7","95.48","209","552","514","0.8","6.67","115","149","112","145","298","319","298"
"1072",607229,"Robert Gsellman",2019,"1072","100.0","0.261","0.167","0.317","0.429","0.326","0.298","0.237","64","245","86.0","12.6","2284","91.6","90.73","133","504","557","-0.9","5.75","114","151","111","147","299","319","296"
"1068",453343,"Mark Melancon",2019,"1068","100.0","0.270","0.087","0.349","0.357","0.292","0.287","0.252","71","263","88.6","3.0","2444","88.6","88.23","124","481","584","-0.4","6.03","108","149","113","147","302","326","296"
"1068",445276,"Kenley Jansen",2019,"1068","100.0","0.213","0.171","0.273","0.383","0.277","0.268","0.209","51","240","86.4","19.3","2506","90.7","92.21","184","568","492","1.5","7.04","114","158","115","147","294","318","296"
"1065",573124,"Taylor Rogers",2019,"1065","100.0","0.225","0.128","0.313","0.353","0.266","0.255","0.199","58","258","88.1","6.8","2304","88.3","86.82","125","482","577","-1.5","5.62","107","153","114","145","298","326","293"
"1061",543045,"Adam Conley",2019,"1061","100.0","0.308","0.215","0.357","0.522","0.375","0.348","0.277","76","247","88.2","16.5","2242","91.6","91.16","125","538","515","-0.4","6.13","106","153","118","146","300","322","297"
"1056",641729,"Joe Jimenez",2019,"1056","100.0","0.243","0.230","0.319","0.474","0.334","0.304","0.213","56","230","88.4","22.2","2452","92.4","92.44","166","526","522","0.0","6.34","111","150","115","149","301","333","296"
"1054",605240,"Jace Fry",2019,"1054","100.0","0.218","0.153","0.289","0.371","0.321","0.337","0.235","44","202","89.2","4.5","2444","87.3","85.58","155","424","625","-1.7","5.13","109","149","112","147","290","318","296"
"1053",596133,"Luke Weaver",2019,"1053","100.0","0.227","0.140","0.292","0.368","0.274","0.316","0.258","55","242","89.9","14.6","2105","89.5","88.85","127","489","554","-0.7","5.78","112","153","116","152","299","330","304"
"1053",472610,"Luis Garcia",2019,"1053","100.0","0.257","0.186","0.284","0.443","0.342","0.344","0.253","61","237","88.7","10.0","1955","91.0","91.07","140","471","571","0.1","6.19","111","148","114","147","294","317","291"
"1053",592612,"Josh Osich",2019,"1053","100.0","0.242","0.227","0.260","0.469","0.311","0.317","0.254","62","256","88.3","9.8","2260","88.6","87.74","141","510","541","-0.9","5.58","112","151","116","148","291","320","296"
