"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"499",433586,"Santiago Casilla",2018,"499","100.0","0.170","0.057","0.209","0.226","0.260","0.335","0.251","18","106","86.8","15.3","2364","88.2","87.97","48","201","294","-0.2","6.24","110","147","115","148","296","323","301"
"493",611093,"Silvino Bracho",2018,"493","100.0","0.223","0.134","0.299","0.357","0.291","0.297","0.232","25","112","86.7","21.1","2221","89.0","88.38","81","256","234","-0.6","5.89","107","146","111","147","301","325","301"
"492",622795,"Yohander Mendez",2018,"492","100.0","0.264","0.170","0.286","0.434","0.345","0.304","0.217","28","106","88.0","17.5","1991","88.0","87.59","47","219","271","-0.4","6.02","106","153","112","147","299","316","295"
"489",461872,"Anthony Swarzak",2018,"489","100.0","0.280","0.210","0.344","0.490","0.371","0.342","0.241","28","100","89.1","17.1","2358","89.9","89.50","48","213","274","-0.4","5.99","109","150","109","148","297","322","304"
"488",453344,"Brandon Morrow",2018,"488","100.0","0.214","0.063","0.278","0.277","0.252","0.314","0.261","24","112","92.1","9.7","2403","95.5","95.32","69","238","248","-0.2","6.17","117","152","110","151","299","320","297"
"486",518489,"Ryan Brasier",2018,"486","100.0","0.171","0.099","0.200","0.270","0.209","0.260","0.213","19","111","88.2","15.0","2339","92.7","93.15","84","271","215","0.5","6.46","113","153","114","148","279","318","296"
"485",592454,"Tommy Kahnle",2018,"485","100.0","0.256","0.200","0.339","0.456","0.349","0.339","0.243","23","90","87.5","14.2","1886","91.7","92.47","74","212","272","0.8","6.67","108","152","113","146","289","321","293"
"476",657053,"Touki Toussaint",2018,"476","100.0","0.182","0.101","0.258","0.283","0.288","0.324","0.223","18","99","85.5","5.7","2064","86.8","87.29","47","170","302","0.5","6.60","105","150","103","149","291","318","298"
"468",424144,"Oliver Perez",2018,"468","100.0","0.155","0.045","0.239","0.200","0.180","0.221","0.175","17","110","86.2","12.8","2227","85.4","84.59","75","214","249","-0.8","5.73","108","150","110","148","284","313","292"
"468",643410,"Mark Leiter Jr.",2018,"468","100.0","0.327","0.262","0.350","0.589","0.409","0.373","0.291","35","107","88.9","11.4","1771","87.2","87.38","49","214","251","0.2","6.31","110","153","115","148","293","317","289"
"463",621397,"Tyler Olson",2018,"463","100.0","0.245","0.189","0.355","0.434","0.322","0.272","0.200","26","106","88.2","15.0","2347","82.5","80.82","71","214","248","-1.7","5.27","109","152","111","148","285","312","295"
"455",543219,"Sean Gilmartin",2018,"455","100.0","0.230","0.180","0.235","0.410","0.319","0.366","0.283","23","100","87.6","13.4","2013","81.8","80.83","36","187","266","-1.0","5.67","113","152","117","147","290","312","294"
"453",656756,"Jordan Montgomery",2018,"453","100.0","0.240","0.115","0.282","0.356","0.300","0.297","0.227","25","104","87.1","13.2","2150","85.4","84.60","50","213","238","-0.8","5.86","102","153","114","146","303","322","284"
"452",542947,"Richard Bleier",2018,"452","100.0","0.286","0.079","0.319","0.365","0.288","0.297","0.269","36","126","89.3","1.5","1882","86.3","85.89","45","235","212","-0.4","6.04","108","153","113","148","292","315","291"
"450",502004,"George Kontos",2018,"450","100.0","0.262","0.214","0.259","0.476","0.339","0.364","0.287","27","103","89.0","10.2","2340","86.5","85.50","49","209","232","-1.0","5.71","108","150","111","147","297","318","297"
"449",491646,"Jeanmar Gomez",2018,"449","100.0","0.293","0.162","0.361","0.455","0.344","0.350","0.275","29","99","88.6","16.5","2055","86.9","87.45","62","211","236","0.5","6.54","106","147","111","146","297","319","293"
"448",543507,"Trevor May",2018,"448","100.0","0.221","0.158","0.309","0.379","0.281","0.277","0.208","21","95","88.1","14.9","2303","89.3","90.27","70","214","232","1.0","6.72","108","150","114","147","294","322","292"
"448",521230,"Liam Hendriks",2018,"448","100.0","0.272","0.141","0.324","0.413","0.332","0.306","0.244","25","92","88.8","14.6","2191","91.9","92.32","54","209","237","0.4","6.49","107","148","118","150","295","318","299"
"442",621112,"Paul Blackburn",2018,"442","100.0","0.303","0.147","0.344","0.450","0.341","0.314","0.277","33","109","85.9","12.7","2247","86.5","86.17","40","213","226","-0.3","5.92","110","150","109","149","292","315","299"
"440",622505,"Victor Alcantara",2018,"440","100.0","0.223","0.196","0.230","0.420","0.290","0.299","0.248","25","112","87.0","7.2","2009","92.4","91.23","48","230","210","-1.2","5.60","110","154","116","145","301","325","290"
"439",621199,"Matt Bowman",2018,"439","100.0","0.309","0.202","0.385","0.511","0.374","0.339","0.257","29","94","88.8","10.1","1997","87.7","86.35","40","195","243","-1.3","5.52","112","147","111","148","296","315","296"
"437",642571,"Merandy Gonzalez",2018,"437","100.0","0.326","0.179","0.375","0.505","0.378","0.375","0.309","31","95","88.4","14.8","2317","86.8","84.72","42","192","245","-2.1","4.98","109","149","111","149","301","321","294"
"436",622098,"Drew Smith",2018,"436","100.0","0.309","0.136","0.348","0.445","0.342","0.338","0.287","34","110","89.6","17.1","2406","91.7","90.59","43","225","208","-1.1","5.74","106","152","108","147","296","321","301"
"434",430641,"Blaine Boyer",2018,"434","100.0","0.344","0.344","0.313","0.688","0.444","0.419","0.339","32","93","90.0","7.0","2397","88.9","88.01","29","203","230","-0.9","5.64","113","153","114","144","296","322","297"
"433",641712,"Dakota Hudson",2018,"433","100.0","0.196","0.041","0.238","0.237","0.265","0.302","0.218","19","97","83.9","3.1","2292","93.6","94.04","43","188","243","0.4","6.40","113","148","106","149","300","319","301"
"430",592804,"Tyler Thornburg",2018,"430","100.0","0.295","0.242","0.319","0.537","0.383","0.358","0.285","28","95","88.5","19.5","2377","87.3","86.55","41","196","233","-0.7","5.94","110","154","115","149","283","319","294"
"429",429722,"Ervin Santana",2018,"429","100.0","0.310","0.360","0.282","0.670","0.426","0.428","0.294","31","100","89.2","22.6","2026","85.3","84.97","21","195","231","-0.3","5.86","110","151","115","149","295","326","298"
"427",641793,"Zack Littell",2018,"427","100.0","0.298","0.226","0.324","0.524","0.396","0.367","0.280","25","84","88.7","10.9","1988","88.0","88.16","35","196","222","0.2","6.49","106","149","114","147","295","324","294"
"425",543001,"Ryan Carpenter",2018,"425","100.0","0.347","0.296","0.338","0.643","0.429","0.424","0.339","34","98","88.3","13.0","2325","85.1","84.54","42","205","217","-0.6","5.95","105","151","112","147","302","324","288"
"419",608648,"Tyler Duffey",2018,"419","100.0","0.260","0.280","0.260","0.540","0.345","0.382","0.291","26","100","90.4","14.7","2368","88.3","87.83","47","203","215","-0.5","6.20","109","150","119","148","294","324","293"
"418",571561,"Tony Cingrani",2018,"418","100.0","0.221","0.128","0.354","0.349","0.282","0.230","0.159","19","86","89.8","11.6","2251","91.2","91.56","62","197","216","0.4","6.47","112","155","113","148","299","318","299"
"418",543548,"Tommy Milone",2018,"418","100.0","0.330","0.250","0.357","0.580","0.384","0.349","0.287","37","112","88.0","21.7","2049","83.3","82.89","49","210","205","-0.4","6.02","113","149","113","147","300","314","294"
"414",456713,"Matt Bush",2018,"414","100.0","0.256","0.211","0.286","0.467","0.356","0.346","0.252","23","90","91.4","10.3","2516","91.9","90.95","42","181","231","-1.0","5.75","108","148","112","145","295","316","291"
"408",623430,"Ryan Dull",2018,"408","100.0","0.242","0.132","0.279","0.374","0.294","0.327","0.251","22","91","90.8","21.2","2369","86.7","85.58","48","199","209","-1.1","5.59","108","149","123","150","299","323","301"
"407",605143,"Ray Black",2018,"407","100.0","0.207","0.220","0.289","0.427","0.316","0.266","0.178","17","82","84.4","21.8","2802","93.0","92.68","70","188","217","-0.3","6.10","110","148","112","146","299","321","295"
"405",647336,"Mike Soroka",2018,"405","100.0","0.288","0.125","0.349","0.413","0.322","0.332","0.286","30","104","89.0","6.5","2427","90.0","88.13","42","189","213","-1.9","5.14","107","150","107","149","297","319","298"
"405",501817,"Tony Barnette",2018,"405","100.0","0.196","0.144","0.246","0.340","0.258","0.282","0.213","19","97","88.6","11.6","2487","89.0","89.05","49","186","217","0.1","6.29","112","151","113","147","293","315","294"
"405",623402,"Tim Peterson",2018,"405","100.0","0.261","0.234","0.269","0.495","0.333","0.314","0.247","29","111","90.2","21.0","1992","86.8","86.64","50","212","190","-0.2","6.08","113","150","112","148","298","321","301"
"398",596271,"Casey Lawrence",2018,"398","100.0","0.298","0.191","0.333","0.489","0.371","0.371","0.284","28","94","87.7","10.0","2167","86.0","85.49","42","195","201","-0.5","5.93","109","152","114","147","293","319","295"
"396",605232,"Brandon Finnegan",2018,"396","100.0","0.318","0.235","0.319","0.553","0.399","0.384","0.302","27","85","88.5","13.0","2183","87.9","86.86","29","178","216","-1.0","5.61","111","148","109","142","291","306","278"
"395",643617,"Zac Reininger",2018,"395","100.0","0.311","0.278","0.338","0.589","0.396","0.387","0.300","28","90","90.6","14.7","2403","88.5","88.16","33","162","233","-0.3","6.01","108","152","118","146","296","324","290"
"394",543056,"Danny Coulombe",2018,"394","100.0","0.279","0.209","0.339","0.488","0.363","0.306","0.227","24","86","89.2","6.2","2391","85.0","83.92","54","173","220","-1.1","5.55","104","148","117","149","298","321","302"
"393",605254,"Daniel Gossett",2018,"393","100.0","0.269","0.226","0.263","0.495","0.355","0.356","0.261","25","93","89.5","12.1","2311","89.4","89.18","35","191","200","-0.2","6.07","109","151","118","148","301","322","306"
"389",608678,"Dominic Leone",2018,"389","100.0","0.287","0.106","0.353","0.394","0.304","0.323","0.266","27","94","90.9","16.6","2378","91.4","91.42","61","205","183","0.0","6.25","110","146","107","148","298","319","299"
"388",554340,"Yimi Garcia",2018,"388","100.0","0.305","0.305","0.319","0.611","0.400","0.395","0.296","29","95","90.2","17.2","2568","90.2","89.43","52","216","170","-0.8","5.66","109","153","115","146","301","321","299"
"382",643354,"Donnie Hart",2018,"382","100.0","0.360","0.128","0.403","0.488","0.401","0.372","0.301","31","86","88.3","11.1","2162","83.1","82.37","35","170","212","-0.7","6.04","109","155","117","147","286","317","297"
"377",608601,"Luis Santos",2018,"377","100.0","0.333","0.282","0.423","0.615","0.423","0.351","0.279","26","78","87.9","16.6","2347","89.0","88.81","59","175","201","-0.2","6.16","109","150","114","145","292","317","295"
"374",596074,"Bobby Poyner",2018,"374","100.0","0.256","0.221","0.305","0.477","0.326","0.302","0.235","22","86","88.1","23.7","2263","86.4","85.05","52","206","166","-1.4","5.61","110","151","116","148","279","313","286"
"372",606944,"Cody Carroll",2018,"372","100.0","0.296","0.282","0.306","0.577","0.418","0.414","0.287","21","71","90.5","18.4","2348","92.1","91.83","33","166","206","-0.3","6.16","110","151","116","146","292","314","293"
"371",525768,"Tim Collins",2018,"371","100.0","0.264","0.207","0.295","0.471","0.357","0.323","0.231","23","87","85.9","18.1","2310","87.8","86.60","46","173","196","-1.2","5.55","110","150","112","147","297","315","294"
"370",450212,"Pat Neshek",2018,"370","100.0","0.245","0.138","0.269","0.383","0.281","0.278","0.228","23","94","85.8","17.6","2117","84.1","83.47","42","183","184","-0.6","5.90","108","153","109","148","296","322","291"
"369",656738,"Ben Meyer",2018,"369","100.0","0.338","0.208","0.358","0.545","0.425","0.401","0.296","26","77","91.3","9.9","2165","87.2","87.90","22","165","200","0.7","6.88","108","148","108","147","296","318","298"
"367",664682,"Ryan Meisinger",2018,"367","100.0","0.240","0.320","0.245","0.560","0.370","0.419","0.288","18","75","92.5","19.1","2250","86.4","86.37","43","162","205","0.0","6.27","112","152","115","146","293","315","294"
"360",573109,"AJ Ramos",2018,"360","100.0","0.236","0.167","0.292","0.403","0.339","0.326","0.198","17","72","86.1","22.1","2438","86.3","84.85","41","141","219","-1.4","5.50","114","150","108","148","294","319","300"
"360",656186,"Dan Altavilla",2018,"360","100.0","0.162","0.118","0.209","0.279","0.288","0.313","0.187","11","68","85.9","22.3","2538","92.0","90.45","49","155","200","-1.5","5.50","109","149","109","146","290","317","285"
"357",606167,"Adalberto Mejia",2018,"357","100.0","0.215","0.038","0.242","0.253","0.261","0.334","0.256","17","79","82.9","14.7","2395","88.8","87.76","34","169","185","-1.0","5.61","106","149","114","145","293","321","295"
"354",543391,"Casey Kelly",2018,"354","100.0","0.292","0.188","0.316","0.479","0.338","0.325","0.274","28","96","91.2","13.9","2118","87.9","86.49","41","180","168","-1.4","5.47","107","148","110","146","294","318","293"
"354",643778,"Tyler Webb",2018,"354","100.0","0.278","0.190","0.311","0.468","0.351","0.354","0.267","22","79","90.0","20.6","2074","85.5","85.60","39","169","183","0.1","6.27","112","148","109","148","300","321","302"
"349",657624,"Josh James",2018,"349","100.0","0.183","0.159","0.240","0.341","0.268","0.272","0.190","15","82","87.3","16.3","2290","93.1","92.34","50","161","184","-0.8","5.95","113","152","114","151","280","313","293"
"348",571035,"William Cuevas",2018,"348","100.0","0.294","0.221","0.378","0.515","0.403","0.362","0.245","20","68","86.9","10.4","2395","85.8","86.09","51","161","181","0.3","6.33","109","150","114","149","288","319","289"
"347",622766,"Miguel Diaz",2018,"347","100.0","0.225","0.183","0.341","0.408","0.311","0.268","0.181","16","71","88.9","17.3","2198","91.2","90.12","62","171","175","-1.1","5.65","114","151","115","148","298","317","304"
"339",592716,"Adrian Sampson",2018,"339","100.0","0.270","0.247","0.261","0.517","0.351","0.387","0.290","24","89","90.4","18.0","2062","88.9","88.02","28","181","156","-0.9","5.81","111","153","109","147","294","314","299"
"339",445197,"Mike Dunn",2018,"339","100.0","0.344","0.141","0.404","0.484","0.423","0.394","0.279","22","64","89.5","16.9","2326","88.4","88.74","36","140","196","0.3","6.27","111","148","114","142","301","322","297"
"336",592779,"Brock Stewart",2018,"336","100.0","0.303","0.224","0.322","0.526","0.379","0.392","0.319","23","76","88.0","14.7","2143","87.4","87.25","38","162","171","-0.1","6.15","108","153","115","145","301","321","297"
"336",543031,"Tyler Cloyd",2018,"336","100.0","0.329","0.250","0.367","0.579","0.416","0.360","0.284","25","76","89.3","19.1","2308","87.7","87.88","27","157","178","0.2","6.41","108","151","113","150","299","321","292"
"335",660853,"Enyel De Los Santos",2018,"335","100.0","0.271","0.214","0.315","0.486","0.356","0.319","0.256","19","70","88.3","8.8","2092","90.3","89.29","36","164","170","-1.0","5.72","109","154","112","148","297","322","297"
"332",503285,"Darren O'Day",2018,"332","100.0","0.237","0.184","0.326","0.421","0.305","0.250","0.194","18","76","85.2","22.9","2283","83.0","83.20","45","170","158","0.2","6.41","111","152","113","150","296","315","289"
"332",622772,"Jimmy Cordero",2018,"332","100.0","0.288","0.113","0.318","0.400","0.348","0.346","0.276","23","80","88.1","5.6","2153","93.6","94.69","41","167","163","1.1","6.80","110","150","113","147","298","312","296"
"328",571946,"Shelby Miller",2018,"328","100.0","0.343","0.300","0.404","0.643","0.437","0.438","0.303","24","70","92.2","8.5","2298","90.4","90.85","31","154","174","0.4","6.53","110","150","111","150","301","329","303"
"324",622161,"Eduardo Paredes",2018,"324","100.0","0.325","0.286","0.345","0.610","0.416","0.414","0.287","25","77","90.8","13.9","2240","89.2","87.24","27","147","175","-2.0","5.19","112","151","115","147","291","320","297"
"322",622259,"Trey Wingenter",2018,"322","100.0","0.191","0.147","0.256","0.338","0.291","0.317","0.212","13","68","91.7","12.2","2193","93.9","94.37","59","163","157","0.5","6.55","117","150","114","147","296","317","303"
"320",600986,"Thyago Vieira",2018,"320","100.0","0.292","0.222","0.315","0.514","0.387","0.407","0.298","21","72","90.9","16.2","2164","94.3","94.56","35","142","175","0.3","6.47","111","149","116","147","297","318","297"
"317",657205,"Zac Curtis",2018,"317","100.0","0.214","0.107","0.275","0.321","0.328","0.340","0.220","12","56","88.8","15.2","2220","90.3","89.10","38","131","185","-1.2","5.61","110","154","115","147","295","316","293"
"316",656257,"Jeff Brigham",2018,"316","100.0","0.271","0.186","0.292","0.458","0.372","0.386","0.251","16","59","89.2","26.4","2397","88.4","87.01","28","141","172","-1.4","5.65","107","147","104","146","292","318","294"
"312",608371,"Lucas Sims",2018,"312","100.0","0.242","0.194","0.279","0.435","0.362","0.346","0.231","15","62","88.0","16.9","2415","88.1","86.91","37","133","175","-1.2","5.44","108","147","108","148","297","315","295"
"312",475857,"Ryan Cook",2018,"312","100.0","0.234","0.219","0.289","0.453","0.336","0.317","0.218","15","64","89.8","7.0","2317","91.4","90.10","32","149","159","-1.3","5.51","107","152","108","147","293","321","291"
"311",641871,"Keynan Middleton",2018,"311","100.0","0.233","0.117","0.295","0.350","0.303","0.321","0.238","14","60","89.4","20.0","2388","92.7","91.99","34","139","171","-0.7","6.03","112","155","111","148","298","325","303"
"309",448178,"Kevin Jepsen",2018,"309","100.0","0.238","0.254","0.212","0.492","0.358","0.390","0.289","15","63","90.4","8.7","2375","88.1","87.92","22","130","178","-0.2","6.32","107","148","112","145","295","320","291"
"307",518748,"Justin Grimm",2018,"307","100.0","0.297","0.203","0.302","0.500","0.383","0.368","0.257","19","64","89.5","20.5","2153","87.8","88.34","25","126","180","0.5","6.72","105","148","109","140","296","323","293"
"302",627894,"Luiz Gohara",2018,"302","100.0","0.222","0.208","0.250","0.431","0.311","0.322","0.228","16","72","90.5","20.7","2203","89.2","88.35","39","137","165","-0.8","5.78","108","153","106","148","296","317","293"
"301",641627,"Trevor Gott",2018,"301","100.0","0.271","0.229","0.283","0.500","0.367","0.389","0.286","19","70","92.6","5.4","2109","91.4","90.22","20","118","179","-1.2","5.77","109","148","115","147","296","310","296"
"300",621142,"Ty Buttrey",2018,"300","100.0","0.238","0.063","0.341","0.302","0.263","0.324","0.279","15","63","85.1","2.9","2064","90.8","89.65","43","143","155","-1.2","5.64","116","151","107","147","295","319","301"
"293",572044,"Brooks Pounders",2018,"293","100.0","0.368","0.294","0.458","0.662","0.448","0.366","0.296","25","68","91.6","15.9","2189","89.2","89.99","41","144","147","0.8","6.41","118","153","121","145","304","324","303"
"292",621219,"Alec Mills",2018,"292","100.0","0.172","0.125","0.250","0.297","0.246","0.258","0.178","11","64","89.4","11.2","2182","85.6","85.32","35","127","165","-0.3","6.18","116","150","111","152","300","322","296"
"292",592705,"Nick Rumbelow",2018,"292","100.0","0.275","0.304","0.271","0.580","0.380","0.333","0.234","19","69","90.5","19.6","1850","89.1","89.46","33","147","143","0.4","6.43","108","153","115","149","287","321","297"
"290",621141,"Walker Lockett",2018,"290","100.0","0.333","0.288","0.360","0.621","0.436","0.391","0.284","22","66","88.6","3.1","2168","88.4","87.88","24","112","174","-0.5","6.06","116","154","117","146","293","318","305"
"288",605301,"Williams Jerez",2018,"288","100.0","0.270","0.190","0.311","0.460","0.353","0.421","0.335","17","63","90.6","12.3","1975","92.2","91.24","35","126","162","-1.0","5.77","112","152","110","149","298","323","299"
"286",642073,"James Sherfy",2018,"286","100.0","0.145","0.055","0.179","0.200","0.233","0.280","0.175","8","55","88.1","15.7","2329","85.1","84.40","29","117","167","-0.7","5.83","109","151","115","150","300","327","305"
"286",622097,"Jake Thompson",2018,"286","100.0","0.230","0.148","0.277","0.377","0.308","0.330","0.238","14","61","86.5","9.7","2000","87.5","87.03","27","128","157","-0.5","6.01","107","149","111","145","290","316","291"
"284",544928,"Tyler Lyons",2018,"284","100.0","0.343","0.229","0.420","0.571","0.409","0.371","0.287","24","70","88.5","19.4","2250","83.4","82.33","31","128","154","-1.1","5.66","114","145","108","148","296","315","300"
"283",606983,"Koda Glover",2018,"283","100.0","0.217","0.067","0.235","0.283","0.274","0.324","0.263","13","60","86.9","13.9","2247","91.0","90.54","27","126","157","-0.5","5.96","111","149","110","147","297","314","297"
"283",605513,"Spencer Turnbull",2018,"283","100.0","0.262","0.092","0.327","0.354","0.289","0.322","0.268","17","65","93.2","6.6","2332","90.7","90.67","28","132","151","0.0","6.25","111","152","115","145","301","333","292"
"279",608328,"Chase De Jong",2018,"279","100.0","0.265","0.221","0.288","0.485","0.346","0.323","0.249","18","68","89.7","23.5","2112","85.4","84.10","26","125","152","-1.3","5.53","110","151","118","148","300","324","292"
"270",622783,"Sandy Baez",2018,"270","100.0","0.222","0.167","0.233","0.389","0.322","0.376","0.276","12","54","90.2","18.7","2136","90.7","89.69","23","117","151","-1.0","5.69","109","152","116","147","300","327","290"
"263",605476,"Carson Smith",2018,"263","100.0","0.241","0.190","0.316","0.431","0.321","0.301","0.232","14","58","90.5","6.2","2424","88.7","87.65","32","108","155","-1.1","5.72","111","151","117","149","279","310","284"
"258",456068,"Miguel Gonzalez",2018,"258","100.0","0.400","0.383","0.392","0.783","0.513","0.443","0.347","24","60","90.8","14.4","2223","86.2","84.83","20","126","129","-1.4","5.53","108","149","114","145","283","304","288"
"256",571882,"Derek Law",2018,"256","100.0","0.286","0.196","0.326","0.482","0.370","0.298","0.211","16","56","88.5","15.5","2149","88.2","88.22","29","99","153","0.0","6.25","113","151","119","149","294","316","291"
"256",656629,"Michael Kopech",2018,"256","100.0","0.328","0.279","0.381","0.607","0.427","0.433","0.319","20","61","91.9","22.2","2408","90.7","90.57","28","130","121","-0.1","6.16","104","147","111","148","297","317","293"
"253",592570,"Akeel Morris",2018,"253","100.0","0.316","0.263","0.319","0.579","0.415","0.389","0.298","18","57","90.1","14.0","1908","85.9","85.74","20","115","138","-0.2","6.12","111","152","116","148","291","321","305"
"252",623470,"Jake Newberry",2018,"252","100.0","0.255","0.235","0.270","0.490","0.370","0.405","0.308","13","51","90.2","17.8","2357","89.1","87.77","26","98","153","-1.3","5.46","112","151","113","144","296","320","298"
"251",622075,"Yency Almonte",2018,"251","100.0","0.273","0.145","0.341","0.418","0.316","0.295","0.237","15","55","88.2","7.6","2248","92.4","92.80","34","131","120","0.4","6.21","117","152","119","145","303","328","308"
"250",605452,"Joe Ross",2018,"250","100.0","0.274","0.258","0.269","0.532","0.370","0.336","0.248","17","62","84.1","15.5","1944","90.5","90.82","23","135","113","0.3","6.41","113","156","114","149","303","319","303"
"248",572998,"Josh Lucas",2018,"248","100.0","0.286","0.143","0.366","0.429","0.364","0.326","0.244","16","56","84.9","4.1","2354","86.9","85.67","28","114","132","-1.2","5.49","111","148","115","148","299","323","300"
"247",656805,"Trevor Oaks",2018,"247","100.0","0.375","0.161","0.426","0.536","0.406","0.423","0.347","21","56","92.1","13.3","2007","87.0","86.20","29","117","129","-0.8","5.71","110","150","113","143","302","324","303"
"247",596112,"Robert Stephenson",2018,"247","100.0","0.340","0.240","0.395","0.580","0.428","0.395","0.297","17","50","88.4","15.4","2290","87.0","86.48","28","110","136","-0.5","5.79","110","148","108","147","294","308","292"
"244",542914,"Anthony Bass",2018,"244","100.0","0.305","0.085","0.386","0.390","0.319","0.314","0.296","18","59","89.3","2.7","1972","91.7","91.63","21","101","143","-0.1","6.07","116","154","115","150","301","323","299"
"243",605525,"J.B. Wendelken",2018,"243","100.0","0.140","0.088","0.167","0.228","0.200","0.244","0.189","8","57","86.3","19.9","2368","89.6","88.84","34","127","116","-0.8","5.80","111","150","123","150","298","324","298"
"237",605130,"Scott Barlow",2018,"237","100.0","0.258","0.129","0.311","0.387","0.295","0.329","0.265","16","62","89.9","15.5","2370","85.3","85.60","28","117","120","0.3","6.58","109","152","114","144","297","318","299"
"231",641755,"Tyler Kinley",2018,"231","100.0","0.313","0.208","0.394","0.521","0.397","0.359","0.261","15","48","90.7","14.5","2338","93.6","91.68","33","111","119","-1.9","5.21","112","147","110","146","292","316","291"
"228",656977,"Chad Sobotka",2018,"228","100.0","0.104","0.146","0.120","0.250","0.216","0.307","0.196","5","48","89.1","16.4","2530","92.7","92.46","31","101","127","-0.2","6.05","110","151","105","148","295","317","296"
"227",656803,"James Norwood",2018,"227","100.0","0.298","0.064","0.359","0.362","0.312","0.307","0.252","14","47","89.6","17.8","2014","94.5","94.01","19","107","120","-0.5","6.03","111","149","115","149","300","320","299"
"227",592612,"Josh Osich",2018,"227","100.0","0.385","0.192","0.450","0.577","0.453","0.394","0.306","20","52","87.2","13.3","2134","90.0","89.30","32","117","107","-0.7","5.79","110","146","113","145","292","308","288"
"226",571735,"David Hale",2018,"226","100.0","0.286","0.250","0.289","0.536","0.380","0.351","0.271","16","56","89.5","16.7","2027","85.0","84.84","27","116","108","-0.2","6.34","108","155","114","147","292","322","290"
"226",605288,"Adrian Houser",2018,"226","100.0","0.255","0.118","0.302","0.373","0.325","0.318","0.246","13","51","88.6","15.4","2052","90.3","90.32","25","105","119","0.0","6.22","112","154","117","148","298","315","297"
"225",624133,"Ranger Suarez",2018,"225","100.0","0.339","0.210","0.375","0.548","0.400","0.360","0.293","21","62","90.3","7.4","1917","88.4","87.94","17","95","127","-0.5","5.93","105","150","113","144","297","319","286"
"224",592836,"Taijuan Walker",2018,"224","100.0","0.294","0.098","0.341","0.392","0.331","0.404","0.319","15","51","92.1","10.9","2159","91.1","90.72","16","85","137","-0.4","6.17","110","149","115","149","309","330","298"
"224",519381,"Pat Venditte",2018,"224","100.0","0.212","0.115","0.238","0.327","0.263","0.257","0.210","11","52","82.7","18.9","2731","78.5","78.00","26","108","114","-0.5","6.01","111","154","117","147","292","317","298"
"224",457429,"Boone Logan",2018,"224","100.0","0.326","0.283","0.414","0.609","0.438","0.375","0.244","15","46","87.8","16.7","2386","90.0","88.26","36","104","119","-1.7","5.19","111","155","117","150","301","320","296"
"221",623454,"Drew Anderson",2018,"221","100.0","0.309","0.127","0.386","0.436","0.345","0.337","0.265","17","55","86.7","14.8","2307","88.0","87.52","23","106","113","-0.5","6.03","114","154","111","150","293","317","292"
"220",672335,"Cionel Perez",2018,"220","100.0","0.158","0.237","0.130","0.395","0.301","0.317","0.226","6","38","92.2","3.8","2312","91.5","90.20","26","99","121","-1.3","5.67","108","151","123","149","282","315","288"
"219",623465,"Evan Phillips",2018,"219","100.0","0.271","0.396","0.229","0.667","0.445","0.396","0.248","13","48","91.6","15.1","2188","91.6","90.82","20","95","123","-0.8","5.84","112","155","111","147","293","318","295"
"216",608723,"Austin Voth",2018,"216","100.0","0.255","0.191","0.265","0.447","0.336","0.307","0.231","12","47","87.8","14.5","2340","87.8","87.64","20","91","125","-0.2","6.03","114","153","115","148","304","320","294"
"216",642083,"Aaron Slegers",2018,"216","100.0","0.298","0.246","0.292","0.544","0.372","0.426","0.326","17","57","86.8","15.0","1944","88.1","89.54","16","107","107","1.4","7.05","114","150","119","147","296","319","298"
"216",571893,"Adam Liberatore",2018,"216","100.0","0.227","0.136","0.290","0.364","0.326","0.337","0.240","10","44","88.3","2.9","1962","87.8","86.15","24","96","115","-1.6","5.29","108","153","108","148","290","317","293"
"213",519240,"Marc Rzepczynski",2018,"213","100.0","0.340","0.234","0.412","0.574","0.432","0.391","0.307","16","47","91.0","2.7","2141","88.5","87.25","29","94","119","-1.2","5.53","109","149","108","145","284","314","287"
"213",519393,"Marcus Walden",2018,"213","100.0","0.255","0.109","0.341","0.364","0.293","0.314","0.267","14","55","91.1","4.1","2201","91.2","91.81","27","99","113","0.6","6.67","112","151","120","147","280","311","288"
"213",572703,"Luke Bard",2018,"213","100.0","0.222","0.267","0.214","0.489","0.352","0.407","0.258","10","45","89.5","21.6","2797","88.9","88.35","21","102","107","-0.5","5.96","111","157","114","150","293","323","305"
"212",642028,"Josh Rogers",2018,"212","100.0","0.340","0.220","0.349","0.560","0.401","0.386","0.310","17","50","89.5","17.9","2011","85.5","84.78","13","107","105","-0.7","5.86","106","150","112","142","292","312","291"
"210",543193,"Drew Gagnon",2018,"210","100.0","0.319","0.128","0.351","0.447","0.378","0.394","0.316","15","47","87.8","10.0","2000","87.4","87.42","19","98","109","0.0","6.46","110","150","107","146","294","319","302"
"208",544836,"Enny Romero",2018,"208","100.0","0.442","0.346","0.475","0.788","0.514","0.410","0.343","23","52","91.1","14.6","2273","91.9","90.59","24","105","102","-1.3","5.53","113","149","110","144","298","316","292"
