"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"207",502381,"Luke Gregerson",2018,"207","100.0","0.275","0.216","0.324","0.490","0.361","0.315","0.261","14","51","87.9","5.6","2404","85.1","84.08","27","89","117","-1.0","5.49","109","146","107","147","292","315","297"
"206",606995,"Justin Hancock",2018,"206","100.0","0.125","0.100","0.143","0.225","0.248","0.323","0.215","5","40","87.3","14.8","2458","94.0","93.92","17","85","121","-0.1","6.29","115","151","114","150","297","318","299"
"204",542888,"Shawn Armstrong",2018,"204","100.0","0.184","0.122","0.229","0.306","0.245","0.281","0.215","9","49","88.1","13.6","2685","90.6","90.42","26","107","94","-0.2","6.18","105","152","112","148","292","324","297"
"202",517414,"Randall Delgado",2018,"202","100.0","0.244","0.222","0.216","0.467","0.332","0.302","0.226","11","45","84.0","18.1","2144","88.5","88.46","22","94","107","0.0","6.20","111","150","114","151","304","329","303"
"202",622492,"Keury Mella",2018,"202","100.0","0.351","0.432","0.360","0.784","0.516","0.452","0.325","13","37","93.4","18.1","2066","90.4","90.99","19","79","121","0.6","6.55","113","147","110","147","290","307","289"
"202",543424,"John Lamb",2018,"202","100.0","0.326","0.391","0.355","0.717","0.451","0.388","0.299","15","46","87.8","18.6","2091","83.8","84.20","19","96","106","0.4","6.49","112","154","113","147","298","319","290"
"200",573127,"Zac Rosscup",2018,"200","100.0","0.209","0.233","0.300","0.442","0.309","0.323","0.209","9","43","91.3","20.0","2213","89.2","89.74","42","99","101","0.5","6.61","111","156","120","145","295","318","296"
"200",548357,"Christian Bergman",2018,"200","100.0","0.231","0.288","0.190","0.519","0.327","0.439","0.314","12","52","90.1","14.0","2048","83.7","81.64","14","93","107","-2.1","4.93","114","159","112","151","289","324","297"
"199",664180,"Matt Hall",2018,"199","100.0","0.452","0.214","0.474","0.667","0.476","0.351","0.312","19","42","85.9","6.8","2476","84.1","83.23","13","87","111","-0.9","5.81","107","150","113","145","299","328","291"
"198",580792,"Nick Goody",2018,"198","100.0","0.288","0.365","0.306","0.654","0.418","0.407","0.293","15","52","89.5","24.3","2266","86.9","86.63","29","103","94","-0.3","6.05","105","150","112","147","293","311","296"
"195",629496,"Chih-Wei Hu",2018,"195","100.0","0.149","0.149","0.152","0.298","0.218","0.307","0.232","7","47","88.0","25.0","2132","89.3","87.50","21","95","100","-1.8","5.23","114","155","120","149","288","321","291"
"194",605155,"Colten Brewer",2018,"194","100.0","0.357","0.071","0.469","0.429","0.390","0.347","0.292","15","42","86.0","11.9","2644","90.1","88.76","21","71","120","-1.3","5.56","114","151","118","149","298","317","303"
"194",543258,"Preston Guilmet",2018,"194","100.0","0.391","0.565","0.364","0.957","0.555","0.489","0.389","18","46","87.2","20.7","1810","86.2","84.18","21","99","94","-2.0","5.09","112","151","112","146","300","320","292"
"193",502028,"Blake Wood",2018,"193","100.0","0.211","0.132","0.250","0.342","0.291","0.325","0.232","8","38","88.9","12.8","2315","91.6","90.98","21","85","107","-0.6","5.92","107","151","112","147","300","324","300"
"190",607455,"Anthony Banda",2018,"190","100.0","0.235","0.157","0.268","0.392","0.283","0.316","0.266","12","51","90.7","14.2","2082","92.7","91.86","20","99","90","-0.8","5.91","110","157","111","148","301","323","297"
"189",663432,"Tanner Rainey",2018,"189","100.0","0.406","0.500","0.409","0.906","0.571","0.449","0.299","13","32","89.5","14.3","2403","95.4","95.35","23","77","112","-0.1","6.27","109","144","109","140","294","301","285"
"182",606149,"Giovanny Gallegos",2018,"182","100.0","0.268","0.195","0.333","0.463","0.336","0.305","0.242","11","41","94.8","15.1","2272","90.7","88.88","17","95","87","-1.8","5.35","112","156","119","149","294","325","294"
"181",656546,"Jeff Hoffman",2018,"181","100.0","0.405","0.081","0.469","0.486","0.428","0.353","0.301","15","37","87.6","2.6","2386","88.5","89.36","15","81","99","0.9","6.45","112","150","110","145","301","328","310"
"177",596816,"Roberto  Gomez",2018,"177","100.0","0.426","0.085","0.513","0.511","0.418","0.296","0.267","20","47","85.3","7.2","2191","90.4","89.68","16","84","92","-0.7","5.79","109","145","117","146","293","313","290"
"175",657117,"Austen Williams",2018,"175","100.0","0.270","0.432","0.208","0.703","0.431","0.440","0.313","10","37","88.8","20.2","2113","88.2","87.45","25","80","94","-0.7","5.87","112","153","118","149","305","317","298"
"174",641490,"Kyle Crockett",2018,"174","100.0","0.364","0.159","0.469","0.523","0.386","0.370","0.304","16","44","91.4","14.0","1789","84.5","85.91","13","79","94","1.4","6.99","116","147","111","144","295","308","291"
"172",622774,"Jose Manuel Fernandez",2018,"172","100.0","0.244","0.195","0.242","0.439","0.324","0.337","0.248","10","41","86.0","22.1","2218","88.9","87.38","17","83","89","-1.5","5.43","110","150","108","144","287","309","294"
"172",605260,"Taylor Guerrieri",2018,"172","100.0","0.243","0.081","0.286","0.324","0.318","0.318","0.224","9","37","84.6","1.6","2179","89.5","88.46","22","76","93","-1.0","5.82","109","152","115","147","294","309","287"
"172",534812,"Kevin Quackenbush",2018,"172","100.0","0.333","0.308","0.345","0.641","0.442","0.464","0.349","13","39","94.1","14.8","1990","87.2","86.40","19","74","98","-0.8","5.81","113","152","112","145","296","306","284"
"171",664196,"Tanner Anderson",2018,"171","100.0","0.333","0.133","0.368","0.467","0.391","0.363","0.294","15","45","89.8","-1.7","2280","90.3","89.92","17","79","91","-0.4","5.94","110","146","114","146","299","321","294"
"166",592712,"Connor Sadzeck",2018,"166","100.0","0.182","0.030","0.231","0.212","0.302","0.337","0.206","6","33","87.9","15.8","2386","92.4","91.94","18","65","100","-0.5","6.19","103","148","110","144","295","313","293"
"166",658792,"Aaron Wilkerson",2018,"166","100.0","0.308","0.333","0.320","0.641","0.426","0.355","0.265","12","39","86.3","16.8","2185","84.9","85.31","17","80","84","0.4","6.43","111","152","115","148","300","314","296"
"166",595881,"Tyler Beede",2018,"166","100.0","0.290","0.129","0.409","0.419","0.391","0.312","0.193","9","31","86.7","9.0","1983","86.9","86.16","19","62","103","-0.7","5.92","110","146","109","146","284","303","287"
"165",519294,"Josh Smoker",2018,"165","100.0","0.355","0.387","0.360","0.742","0.500","0.429","0.295","11","31","92.4","25.7","2047","88.8","87.30","5","65","100","-1.5","5.43","109","154","115","149","300","321","300"
"165",582494,"Robby Scott",2018,"165","100.0","0.333","0.300","0.400","0.633","0.476","0.359","0.190","10","30","90.7","29.0","2154","84.0","83.62","18","62","97","-0.4","6.19","105","146","110","145","275","314","288"
"162",594992,"Kevin Shackelford",2018,"162","100.0","0.382","0.118","0.448","0.500","0.392","0.357","0.311","13","34","91.9","15.3","2540","91.0","89.48","14","80","81","-1.5","5.40","112","147","110","143","295","306","278"
"162",545363,"Jacob Turner",2018,"162","100.0","0.487","0.282","0.486","0.769","0.543","0.470","0.364","19","39","92.0","13.9","2042","89.6","89.72","11","76","86","0.1","6.43","104","153","110","147","294","321","296"
"161",663465,"Kolby Allard",2018,"161","100.0","0.463","0.268","0.457","0.732","0.530","0.530","0.420","19","41","93.1","17.4","1812","84.9","84.21","9","73","86","-0.7","5.73","104","151","103","149","299","319","296"
"159",670036,"Matt Festa",2018,"159","100.0","0.351","0.108","0.394","0.459","0.375","0.386","0.345","13","37","88.3","12.7","2242","89.6","89.51","12","73","84","-0.1","6.08","107","147","114","143","296","322","297"
"158",623354,"Daniel Zamora",2018,"158","100.0","0.194","0.161","0.357","0.355","0.271","0.216","0.115","6","31","86.5","16.1","2543","80.8","79.88","24","73","82","-0.9","5.87","111","152","107","147","291","323","304"
"158",570702,"Carlos Ramirez",2018,"158","100.0","0.115","0.000","0.136","0.115","0.259","0.366","0.245","3","26","84.4","2.3","2204","87.6","87.94","14","65","91","0.3","6.37","109","144","116","144","297","320","300"
"157",621114,"Ryan Burr",2018,"157","100.0","0.333","0.333","0.333","0.667","0.459","0.459","0.365","12","36","91.2","14.6","2069","91.4","92.85","18","66","90","1.5","7.01","108","150","114","148","295","316","293"
"157",641962,"CD Pelham",2018,"157","100.0","0.353","0.176","0.444","0.529","0.400","0.365","0.311","12","34","90.7","5.8","2136","93.5","94.28","14","76","81","0.8","6.65","107","151","113","146","293","314","296"
"155",542432,"Jose Ramirez",2018,"155","100.0","0.321","0.143","0.429","0.464","0.416","0.380","0.256","9","28","90.6","24.2","2298","91.8","91.12","15","58","95","-0.7","6.01","106","148","108","148","306","320","296"
"153",664856,"Chance Adams",2018,"153","100.0","0.267","0.333","0.217","0.600","0.401","0.441","0.343","8","30","86.4","15.0","2453","89.1","88.88","8","69","83","-0.2","6.11","112","155","114","147","282","320","301"
"153",605501,"Stephen Tarpley",2018,"153","100.0","0.176","0.029","0.286","0.206","0.245","0.290","0.223","6","34","81.7","7.0","2206","89.3","89.02","17","63","90","-0.3","6.04","108","155","117","148","284","315","288"
"152",605359,"Evan Marshall",2018,"152","100.0","0.375","0.031","0.522","0.406","0.389","0.353","0.306","12","32","89.8","4.6","2252","89.7","88.92","25","74","77","-0.8","5.75","110","152","110","149","286","312","294"
"151",501697,"Jhan Marinez",2018,"151","100.0","0.310","0.172","0.308","0.483","0.411","0.433","0.329","9","29","89.1","3.4","2116","91.4","89.22","11","58","92","-2.2","5.04","111","157","121","146","293","319","299"
"151",623167,"Chris Flexen",2018,"151","100.0","0.424","0.333","0.429","0.758","0.529","0.468","0.354","14","33","89.0","12.3","2189","89.3","88.75","9","64","86","-0.6","5.98","111","146","109","146","298","316","298"
"150",571948,"Hoby Milner",2018,"150","100.0","0.281","0.313","0.286","0.594","0.411","0.367","0.244","9","32","87.9","19.9","1976","85.7","85.57","11","63","85","-0.1","6.38","109","159","119","148","294","324","290"
"149",500872,"Gregory Infante",2018,"149","100.0","0.364","0.121","0.429","0.485","0.404","0.400","0.337","12","33","90.1","18.8","2216","90.4","89.94","10","62","87","-0.5","6.05","103","144","109","143","286","298","286"
"148",448614,"Carlos Torres",2018,"148","100.0","0.243","0.270","0.240","0.514","0.354","0.347","0.251","9","37","91.9","10.4","2365","90.0","89.32","20","75","72","-0.7","5.79","116","152","120","150","293","311","299"
"146",596101,"Justin Shafer",2018,"146","100.0","0.194","0.161","0.179","0.355","0.326","0.408","0.304","6","31","86.0","8.7","2337","90.6","90.69","11","59","86","0.1","6.40","105","154","115","145","297","315","285"
"145",448167,"Brandon Mann",2018,"145","100.0","0.250","0.214","0.231","0.464","0.350","0.421","0.278","7","28","91.0","24.6","2315","87.6","86.86","13","64","79","-0.7","5.85","108","147","111","146","289","315","290"
"142",596027,"Dillon Maples",2018,"142","100.0","0.318","0.409","0.455","0.727","0.497","0.384","0.255","7","22","84.3","8.7","3020","90.0","89.23","9","44","96","-0.8","5.86","108","149","114","150","299","316","295"
"140",623434,"Mike Hauschild",2018,"140","100.0","0.241","0.069","0.280","0.310","0.308","0.469","0.344","7","29","95.3","13.7","2015","86.3","85.54","14","57","81","-0.8","5.85","109","150","111","144","293","311","290"
"139",457754,"Jon Edwards",2018,"139","100.0","0.182","0.242","0.190","0.424","0.299","0.332","0.230","6","33","89.6","11.6","2556","91.6","91.22","24","71","68","-0.4","5.94","110","152","115","150","282","313","292"
"137",622217,"Chris O'Grady",2018,"137","100.0","0.250","0.286","0.278","0.536","0.374","0.464","0.314","7","28","95.3","19.3","2087","83.4","82.51","15","60","77","-0.9","5.85","107","153","112","150","295","321","295"
"136",641501,"Tyler Danish",2018,"136","100.0","0.320","0.240","0.316","0.560","0.414","0.401","0.268","8","25","88.9","8.4","1908","84.2","82.02","14","56","79","-2.2","4.84","109","148","116","147","299","319","300"
"135",669060,"Bryse Wilson",2018,"135","100.0","0.308","0.154","0.381","0.462","0.363","0.393","0.301","8","26","88.6","13.0","2157","91.9","91.68","21","69","66","-0.2","6.09","108","149","103","149","294","317","291"
"135",664869,"P.J. Conlon",2018,"135","100.0","0.417","0.306","0.448","0.722","0.493","0.396","0.329","15","36","90.4","18.1","1950","83.6","82.08","10","56","79","-1.5","5.38","112","145","111","147","292","311","291"
"134",602083,"Miguel Almonte",2018,"134","100.0","0.300","0.267","0.364","0.567","0.402","0.370","0.262","9","30","89.0","6.0","2405","88.7","87.50","16","64","69","-1.2","5.66","112","152","111","149","296","320","297"
"134",656725,"Alex McRae",2018,"134","100.0","0.308","0.154","0.381","0.462","0.396","0.376","0.283","8","26","90.6","4.8","2138","89.8","89.62","8","52","80","-0.2","6.03","113","153","114","149","296","319","300"
"133",592858,"Rowan Wick",2018,"133","100.0","0.351","0.216","0.414","0.568","0.397","0.321","0.267","13","37","88.6","20.0","2333","91.2","90.53","16","79","54","-0.7","5.97","116","147","111","147","297","318","297"
"132",592127,"Johnny Barbato",2018,"132","100.0","0.379","0.345","0.333","0.724","0.499","0.401","0.281","11","29","91.5","25.8","1984","90.3","88.74","10","56","75","-1.6","5.35","105","149","117","146","297","317","293"
"130",641851,"Kyle McGowin",2018,"130","100.0","0.214","0.286","0.211","0.500","0.346","0.353","0.231","6","28","91.3","15.9","2505","86.8","86.43","16","48","81","-0.4","6.12","114","155","114","149","306","314","291"
"129",661255,"Yoan Lopez",2018,"129","100.0","0.212","0.273","0.250","0.485","0.301","0.266","0.211","7","33","91.5","18.2","2246","92.7","93.26","17","59","69","0.6","6.56","111","151","115","151","300","325","302"
"129",595234,"Justin Haley",2018,"129","100.0","0.323","0.258","0.267","0.581","0.397","0.352","0.276","10","31","89.0","12.2","2139","88.5","89.19","6","62","67","0.7","6.67","113","153","124","150","295","320","291"
"129",621350,"Caleb Frare",2018,"129","100.0","0.231","0.000","0.353","0.231","0.283","0.278","0.201","6","26","83.1","13.8","2346","90.4","91.29","23","63","65","0.9","6.70","104","149","108","144","294","312","291"
"128",500724,"JC Ramirez",2018,"128","100.0","0.269","0.385","0.211","0.654","0.449","0.444","0.287","7","26","91.5","16.8","2115","86.8","86.20","13","57","71","-0.6","6.01","113","156","112","151","296","327","309"
"128",657140,"Kyle Wright",2018,"128","100.0","0.182","0.273","0.133","0.455","0.356","0.359","0.213","4","22","85.8","12.2","2458","88.3","88.10","13","45","82","-0.2","6.01","107","148","105","148","293","316","298"
"128",600944,"David Paulino",2018,"128","100.0","0.240","0.160","0.263","0.400","0.292","0.211","0.175","6","25","85.2","13.5","2201","86.1","85.48","13","57","71","-0.6","6.05","111","154","117","146","295","312","287"
"127",487675,"Edward Paredes",2018,"127","100.0","0.233","0.267","0.250","0.500","0.341","0.289","0.193","7","30","85.7","32.6","2183","81.4","80.27","17","51","73","-1.1","5.46","110","157","118","149","292","320","300"
"124",545332,"Jake Barrett",2018,"124","100.0","0.286","0.214","0.333","0.500","0.355","0.312","0.253","8","28","91.0","6.1","2145","90.8","89.94","13","60","64","-0.9","5.77","106","148","113","149","297","325","298"
"123",518445,"Chad Bell",2018,"123","100.0","0.424","0.212","0.500","0.636","0.447","0.421","0.356","14","33","95.5","6.7","2246","87.6","87.51","14","56","66","-0.1","6.17","110","153","112","146","294","313","297"
"123",543508,"Cory Mazzoni",2018,"123","100.0","0.161","0.032","0.208","0.194","0.215","0.315","0.242","5","31","88.8","5.1","2305","89.8","88.86","17","57","65","-0.9","5.59","118","152","113","151","297","316","297"
"118",542924,"Jeff Beliveau",2018,"118","100.0","0.350","0.350","0.313","0.700","0.500","0.486","0.354","7","20","91.3","16.4","2406","84.8","84.35","6","51","66","-0.5","6.14","111","155","121","151","287","310","296"
"117",641656,"Ian Hamilton",2018,"117","100.0","0.207","0.207","0.174","0.414","0.293","0.309","0.246","6","29","85.2","13.5","2075","94.3","93.10","14","59","57","-1.2","5.65","108","145","105","143","293","315","292"
"117",571473,"Buddy Baumann",2018,"117","100.0","0.474","0.316","0.571","0.789","0.568","0.474","0.342","9","19","96.9","12.4","2340","87.7","88.22","11","50","67","0.5","6.45","109","147","115","146","292","316","299"
"116",543144,"Danny Farquhar",2018,"116","100.0","0.214","0.393","0.176","0.607","0.326","0.224","0.171","6","28","88.5","19.1","2208","88.7","88.53","19","63","53","-0.2","6.31","108","152","113","148","286","297","288"
"116",595928,"John Curtiss",2018,"116","100.0","0.308","0.192","0.421","0.500","0.377","0.374","0.298","8","26","89.7","22.0","2388","90.6","90.02","13","50","65","-0.6","5.98","106","150","113","146","296","322","287"
"115",592170,"Parker Bridwell",2018,"115","100.0","0.438","0.500","0.360","0.938","0.566","0.448","0.333","14","32","87.9","13.7","2398","87.4","86.33","14","57","58","-1.1","5.70","110","154","112","147","295","319","296"
"112",592833,"Bobby Wahl",2018,"112","100.0","0.360","0.280","0.438","0.640","0.460","0.382","0.284","9","25","89.4","24.9","2188","93.2","94.24","16","52","60","1.0","6.84","107","150","107","146","294","318","296"
"111",642239,"Rob Zastryzny",2018,"111","100.0","0.286","0.095","0.333","0.381","0.365","0.364","0.256","6","21","89.7","4.1","2285","85.6","85.79","12","49","61","0.2","6.24","112","152","113","148","298","321","290"
"109",592769,"D.J. Snelten",2018,"109","100.0","0.391","0.261","0.412","0.652","0.473","0.422","0.313","9","23","94.3","3.2","1777","84.4","84.48","10","48","61","0.1","6.20","110","148","114","146","293","315","291"
"108",641482,"Nestor Cortes",2018,"108","100.0","0.455","0.364","0.471","0.818","0.561","0.434","0.330","10","22","86.6","6.6","2178","83.3","82.03","11","45","63","-1.3","5.58","109","153","118","149","294","314","291"
"105",597113,"DJ Johnson",2018,"105","100.0","0.240","0.000","0.375","0.240","0.247","0.259","0.231","6","25","86.5","11.3","2454","88.4","88.25","17","53","52","-0.2","5.93","115","148","118","143","303","320","302"
"103",595411,"Ryan Sherriff",2018,"103","100.0","0.333","0.208","0.350","0.542","0.408","0.336","0.261","8","24","88.2","3.6","2150","88.9","87.81","6","40","62","-1.1","5.81","114","147","112","149","298","317","297"
"101",450665,"Kris Medlen",2018,"101","100.0","0.429","0.143","0.529","0.571","0.471","0.368","0.302","9","21","86.4","10.5","2230","87.0","86.63","10","43","58","-0.4","6.14","104","153","113","152","306","332","293"
"101",607755,"Andrew Vasquez",2018,"101","100.0","0.238","0.143","0.357","0.381","0.346","0.318","0.230","5","21","89.6","4.7","2235","84.9","83.43","12","39","59","-1.5","5.44","110","154","116","149","297","324","291"
