"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"609",608379,"Michael Wacha",2020,"609","100.0","0.313","0.286","0.366","0.599","0.391","0.312","0.260","46","147","86.5","13.7","1937","90.1","91.15","76","309","297","1.1","6.85","110","147","119","141","296","316","292"
"608",547179,"Michael Lorenzen",2020,"608","100.0","0.236","0.126","0.300","0.362","0.300","0.271","0.206","30","127","84.0","10.9","2452","91.2","90.52","99","279","326","-0.7","5.86","112","151","120","146","292","319","291"
"602",543101,"Anthony DeSclafani",2020,"602","100.0","0.301","0.228","0.318","0.529","0.378","0.365","0.288","41","136","89.1","10.5","2101","90.3","90.88","61","263","334","0.6","6.60","115","153","117","151","293","320","292"
"600",621111,"Walker Buehler",2020,"600","100.0","0.178","0.178","0.198","0.356","0.257","0.283","0.217","24","135","90.0","19.5","2687","93.2","93.31","79","278","321","0.1","6.34","115","161","117","150","302","321","296"
"599",641302,"Tyler Alexander",2020,"599","100.0","0.283","0.225","0.320","0.507","0.355","0.324","0.261","39","138","89.1","11.7","2126","87.0","87.30","61","278","317","0.3","6.33","107","151","119","146","298","328","291"
"598",663776,"Patrick Sandoval",2020,"598","100.0","0.252","0.259","0.260","0.510","0.339","0.340","0.277","37","147","88.1","3.7","2100","87.7","87.06","78","283","314","-0.6","5.77","113","152","115","150","311","323","296"
"597",656232,"Brandon Bielak",2020,"597","100.0","0.305","0.273","0.323","0.578","0.405","0.379","0.294","39","128","87.2","13.3","2293","89.2","87.98","75","273","320","-1.2","5.56","113","156","115","151","288","324","301"
"593",622088,"Tejay Antone",2020,"593","100.0","0.165","0.149","0.216","0.314","0.257","0.258","0.169","20","121","86.7","11.9","2680","88.0","88.27","83","241","347","0.3","6.43","113","156","119","148","295","319","292"
"591",669373,"Tarik Skubal",2020,"591","100.0","0.235","0.261","0.253","0.496","0.331","0.308","0.222","28","119","89.0","20.2","2259","89.9","89.73","87","295","293","-0.2","6.28","108","151","118","144","299","328","285"
"589",641712,"Dakota Hudson",2020,"589","100.0","0.178","0.141","0.192","0.319","0.253","0.284","0.222","24","135","89.1","8.2","2194","89.8","90.09","60","274","311","0.3","6.49","111","152","116","148","296","322","300"
"576",670950,"Trevor Richards",2020,"576","100.0","0.321","0.190","0.362","0.511","0.370","0.319","0.275","44","137","87.7","17.3","2209","86.6","87.13","77","300","274","0.5","6.70","106","162","114","146","304","321","295"
"575",458708,"Josh Tomlin",2020,"575","100.0","0.263","0.171","0.306","0.434","0.305","0.314","0.266","40","152","88.4","16.5","2530","83.6","82.93","65","284","288","-0.7","5.67","109","151","115","151","304","329","299"
"572",527054,"Julio Teheran",2020,"572","100.0","0.305","0.336","0.273","0.641","0.414","0.410","0.318","39","128","88.5","15.3","2300","85.1","85.18","37","254","316","0.1","6.31","111","151","119","150","302","322","295"
"571",666120,"Ian Anderson",2020,"571","100.0","0.172","0.057","0.250","0.230","0.231","0.239","0.184","21","122","86.1","8.7","1977","89.1","90.71","71","245","323","1.6","7.22","107","150","116","151","303","331","304"
"571",641540,"Dane Dunning",2020,"571","100.0","0.197","0.118","0.239","0.315","0.264","0.287","0.226","25","127","87.2","8.4","2107","88.0","88.44","69","250","319","0.4","6.45","112","149","115","150","301","328","302"
"568",669432,"Trevor Rogers",2020,"568","100.0","0.283","0.221","0.380","0.504","0.362","0.278","0.216","32","113","87.3","10.0","2164","89.2","89.73","80","266","300","0.5","6.86","101","148","114","147","303","323","294"
"559",664350,"Sixto Sanchez",2020,"559","100.0","0.250","0.083","0.303","0.333","0.280","0.262","0.214","36","144","87.8","4.3","2111","92.8","92.52","74","297","258","-0.3","6.13","103","152","115","147","304","317","293"
"553",642547,"Freddy Peralta",2020,"553","100.0","0.204","0.120","0.333","0.324","0.275","0.260","0.180","22","108","85.1","20.7","2394","88.0","89.58","98","246","303","1.6","7.31","112","154","119","152","297","322","301"
"553",643327,"Zack Godley",2020,"553","100.0","0.336","0.288","0.371","0.624","0.427","0.374","0.293","42","125","88.9","15.9","2109","85.7","84.53","63","246","304","-1.2","5.43","109","151","118","147","277","323","295"
"550",663474,"Triston McKenzie",2020,"550","100.0","0.179","0.188","0.217","0.368","0.260","0.284","0.205","21","117","86.0","15.7","2215","88.8","90.00","76","260","289","1.2","6.94","107","153","118","151","294","322","289"
"547",608717,"Chris Stratton",2020,"547","100.0","0.224","0.129","0.303","0.353","0.282","0.284","0.222","26","116","89.7","9.7","2733","88.6","89.37","89","252","293","0.8","6.58","108","148","119","147","295","316","294"
"543",663554,"Casey Mize",2020,"543","100.0","0.252","0.226","0.268","0.478","0.354","0.386","0.294","29","115","88.1","10.4","2064","89.9","90.45","60","253","284","0.6","6.65","110","148","117","146","297","329","291"
"538",607391,"Chris Mazza",2020,"538","100.0","0.288","0.127","0.356","0.415","0.343","0.359","0.298","34","118","86.4","16.9","2130","88.0","89.03","74","256","278","1.0","6.86","110","149","116","147","291","325","292"
"532",665620,"Deivi Garcia",2020,"532","100.0","0.254","0.167","0.293","0.420","0.300","0.315","0.275","35","138","88.8","22.9","2228","86.8","87.07","64","281","249","0.3","6.56","109","150","119","150","292","321","289"
"529",664045,"Thomas Eshelman",2020,"529","100.0","0.260","0.244","0.245","0.504","0.337","0.359","0.298","34","131","88.5","17.0","1750","81.5","81.69","42","243","285","0.2","6.39","108","154","117","148","300","321","293"
"528",605242,"Michael Fulmer",2020,"528","100.0","0.375","0.242","0.394","0.617","0.433","0.394","0.336","45","120","89.2","16.1","2129","90.4","91.03","44","228","298","0.6","6.53","108","149","115","147","298","326","290"
"526",596295,"Austin Gomber",2020,"526","100.0","0.190","0.070","0.243","0.260","0.258","0.299","0.235","19","100","89.3","9.9","2226","86.8","87.45","59","222","301","0.7","6.66","106","148","113","145","303","325","300"
"519",542585,"Jose Cisnero",2020,"519","100.0","0.209","0.082","0.293","0.291","0.262","0.307","0.239","23","110","90.0","14.7","2354","93.1","92.56","81","250","264","-0.5","6.07","109","149","117","146","299","326","286"
"516",608718,"Brent Suter",2020,"516","100.0","0.244","0.122","0.321","0.366","0.276","0.257","0.221","30","123","84.5","6.5","2084","84.0","82.49","76","244","271","-1.5","7.35","107","154","117","148","298","318","297"
"512",594577,"Mike Mayers",2020,"512","100.0","0.162","0.090","0.242","0.252","0.216","0.231","0.172","18","111","88.7","18.8","2231","89.3","88.37","82","230","280","-0.9","5.75","116","152","116","151","309","324","300"
"511",642545,"Jaime Barria",2020,"511","100.0","0.223","0.182","0.261","0.405","0.286","0.254","0.213","27","121","88.5","19.7","2172","87.5","87.12","57","247","262","-0.4","5.92","112","154","118","151","310","324","303"
"509",570488,"Phillips Valdez",2020,"509","100.0","0.282","0.128","0.353","0.410","0.344","0.310","0.245","33","117","84.8","9.2","2185","88.0","86.93","56","202","304","-1.1","7.11","109","147","118","145","283","323","291"
"507",605130,"Scott Barlow",2020,"507","100.0","0.239","0.150","0.324","0.389","0.291","0.301","0.245","27","113","86.2","6.7","2380","86.6","87.87","89","237","268","1.3","6.90","111","155","117","146","302","329","302"
"506",605155,"Colten Brewer",2020,"506","100.0","0.290","0.234","0.329","0.523","0.379","0.398","0.319","31","107","89.2","6.0","2562","88.5","88.61","56","248","255","0.1","6.31","109","150","117","146","287","323","287"
"504",615698,"Cal Quantrill",2020,"504","100.0","0.254","0.131","0.310","0.385","0.300","0.304","0.250","31","122","84.9","11.3","2196","90.8","91.39","56","224","275","0.6","6.52","112","150","129","148","303","329","305"
"503",625643,"Reynaldo Lopez",2020,"503","100.0","0.269","0.308","0.268","0.577","0.390","0.352","0.250","28","104","89.2","17.4","2032","88.5","88.85","50","228","274","0.4","6.33","111","149","113","149","298","326","301"
"502",685493,"Shun Yamaguchi",2020,"502","100.0","0.283","0.273","0.319","0.556","0.392","0.328","0.234","28","99","88.6","12.7","1821","86.3","86.19","69","244","254","-0.1","6.33","107","151","117","144","294","312","289"
"500",542882,"Matt Andriese",2020,"500","100.0","0.184","0.175","0.211","0.360","0.267","0.284","0.219","21","114","89.5","13.6","2304","87.8","87.27","53","235","263","-0.5","5.85","109","149","116","147","308","325","299"
"500",669211,"Keegan Akin",2020,"500","100.0","0.262","0.165","0.358","0.427","0.320","0.308","0.246","27","103","90.7","18.9","2340","87.4","86.38","70","246","253","-1.0","5.80","106","154","120","146","302","322","294"
"497",642546,"Jonathan Hernandez",2020,"497","100.0","0.218","0.109","0.278","0.327","0.270","0.245","0.192","24","110","87.0","11.8","2301","93.4","87.50","74","219","273","-5.9","6.31","109","152","112","148","298","321","293"
"491",657053,"Touki Toussaint",2020,"491","100.0","0.276","0.276","0.328","0.551","0.401","0.373","0.262","27","98","87.7","10.9","2194","86.1","87.27","65","204","282","1.2","7.06","110","150","111","151","307","334","297"
"490",594795,"Grant Dayton",2020,"490","100.0","0.214","0.155","0.265","0.369","0.282","0.290","0.212","22","103","86.8","19.3","2304","85.1","85.21","69","233","253","0.1","6.51","107","149","115","150","306","329","296"
"490",596057,"Daniel Norris",2020,"490","100.0","0.231","0.130","0.295","0.361","0.274","0.290","0.234","25","108","89.9","5.7","2213","89.5","88.52","64","232","258","-1.0","5.57","108","150","116","145","298","325","288"
"490",664126,"Pete Fairbanks",2020,"490","100.0","0.228","0.079","0.350","0.307","0.290","0.274","0.199","23","101","89.8","13.6","2403","93.2","94.03","89","236","251","0.8","6.82","104","156","118","147","299","320","295"
"488",593974,"Wandy Peralta",2020,"488","100.0","0.220","0.130","0.260","0.350","0.287","0.308","0.240","22","100","84.6","4.9","2245","90.1","84.54","67","232","254","-5.6","5.74","111","155","120","149","296","320","294"
"488",592426,"Luke Jackson",2020,"488","100.0","0.345","0.097","0.389","0.442","0.365","0.320","0.277","39","113","90.0","4.1","2386","88.7","89.35","54","233","252","0.6","6.75","107","149","115","149","304","330","298"
"483",621242,"Edwin Diaz",2020,"483","100.0","0.191","0.096","0.381","0.287","0.268","0.234","0.156","18","94","86.6","11.7","2338","94.6","96.04","110","229","251","1.4","7.10","114","151","118","144","297","319","294"
"483",554431,"Tyler Matzek",2020,"483","100.0","0.211","0.073","0.338","0.284","0.257","0.238","0.181","23","109","85.9","11.2","2558","90.3","90.59","68","247","234","0.3","6.42","107","150","114","151","304","330","298"
"482",592767,"Drew Smyly",2020,"482","100.0","0.198","0.099","0.310","0.297","0.244","0.287","0.223","20","101","90.6","11.4","2222","87.9","87.28","78","225","256","-0.6","5.73","110","154","116","148","297","319","292"
"475",612434,"Miguel Castro",2020,"475","100.0","0.277","0.178","0.407","0.455","0.351","0.291","0.223","28","101","91.0","5.5","2487","93.5","93.92","68","220","254","0.4","6.64","106","148","116","143","298","322","293"
"474",641447,"Daniel Castano",2020,"474","100.0","0.263","0.140","0.270","0.404","0.312","0.343","0.297","30","114","89.4","11.7","2169","84.8","84.83","46","233","240","0.0","6.22","101","151","117","147","299","318","290"
"473",518876,"Merrill Kelly",2020,"473","100.0","0.218","0.176","0.247","0.395","0.270","0.294","0.247","26","119","88.5","13.3","2376","88.6","88.58","51","217","255","0.0","6.39","110","153","116","150","305","330","304"
"472",622251,"Josh Staumont",2020,"472","100.0","0.215","0.075","0.333","0.290","0.295","0.289","0.198","20","93","94.4","23.0","2537","93.7","94.12","77","210","259","0.4","6.56","109","157","120","147","302","327","303"
"470",676596,"Josh Fleming",2020,"470","100.0","0.230","0.164","0.250","0.393","0.284","0.276","0.230","28","122","85.4","-0.2","1840","87.5","87.76","48","228","239","0.3","6.58","108","155","115","148","305","323","293"
"470",650633,"Michael King",2020,"470","100.0","0.278","0.213","0.325","0.491","0.357","0.321","0.251","30","108","87.0","16.3","2241","89.4","89.20","44","207","261","-0.2","6.23","111","150","118","150","293","320","288"
"470",664042,"Travis Lakins Sr.",2020,"470","100.0","0.250","0.130","0.311","0.380","0.317","0.338","0.275","25","100","89.9","7.8","2395","89.2","88.84","48","213","255","-0.4","6.00","106","151","117","146","299","319","292"
"468",675916,"James Karinchak",2020,"468","100.0","0.159","0.068","0.342","0.227","0.230","0.222","0.130","14","88","86.3","21.1","2376","89.4","89.03","86","189","278","-0.4","5.95","105","150","118","148","294","318","291"
"464",608371,"Lucas Sims",2020,"464","100.0","0.146","0.146","0.192","0.292","0.253","0.224","0.134","13","89","87.3","18.8","2913","87.8","86.92","64","182","278","-0.9","5.71","115","156","125","150","294","320","292"
"461",572362,"Robbie Erlin",2020,"461","100.0","0.295","0.348","0.313","0.643","0.396","0.338","0.260","33","112","89.4","18.8","2231","84.6","84.35","41","212","246","-0.3","6.16","107","151","117","150","305","326","298"
"460",570240,"Felix Pena",2020,"460","100.0","0.255","0.104","0.333","0.358","0.292","0.283","0.239","27","106","88.3","7.5","2218","89.8","89.20","55","198","259","-0.6","6.00","110","151","120","149","307","324","296"
"458",643511,"Tyler Rogers",2020,"458","100.0","0.277","0.098","0.349","0.375","0.310","0.270","0.235","31","112","85.3","0.9","2070","78.4","77.35","50","207","247","-1.0","5.88","106","150","114","146","297","315","291"
"456",502239,"Trevor Cahill",2020,"456","100.0","0.184","0.149","0.236","0.333","0.278","0.304","0.218","16","87","85.6","17.8","2171","84.9","84.73","50","174","278","-0.2","6.17","110","155","116","148","294","322","298"
"455",598264,"Matt Barnes",2020,"455","100.0","0.214","0.155","0.280","0.369","0.307","0.332","0.239","18","84","89.0","9.2","2250","90.6","91.02","56","196","257","0.4","6.83","108","148","118","145","287","321","289"
"455",544727,"Jeurys Familia",2020,"455","100.0","0.204","0.133","0.247","0.337","0.304","0.314","0.225","20","98","85.9","3.4","2149","93.9","93.19","52","188","263","-0.7","5.78","112","149","121","143","297","320","292"
"455",501381,"Michael Pineda",2020,"455","100.0","0.248","0.059","0.321","0.307","0.265","0.270","0.226","25","101","84.4","15.6","1947","87.6","87.59","70","239","213","0.0","6.32","107","153","115","149","297","330","296"
"453",622694,"Elieser Hernandez",2020,"453","100.0","0.212","0.202","0.267","0.414","0.285","0.268","0.216","21","99","91.8","16.6","2243","86.5","86.99","68","233","217","0.5","6.51","107","154","116","150","299","317","290"
"453",605538,"Matt Wisler",2020,"453","100.0","0.165","0.110","0.241","0.275","0.258","0.247","0.146","15","91","85.2","30.4","2475","83.1","82.61","74","205","246","-0.5","5.96","105","155","117","149","302","333","298"
"447",518813,"Greg Holland",2020,"447","100.0","0.200","0.110","0.275","0.310","0.250","0.250","0.198","20","100","89.0","8.6","2247","87.7","87.53","60","200","243","-0.2","5.98","112","156","116","146","302","328","304"
"446",445276,"Kenley Jansen",2020,"446","100.0","0.211","0.100","0.309","0.311","0.275","0.255","0.190","19","90","81.9","21.2","2438","90.4","89.09","72","234","208","-1.3","7.27","113","161","117","149","298","319","291"
"446",533167,"Matt Shoemaker",2020,"446","100.0","0.210","0.257","0.197","0.467","0.307","0.330","0.249","22","105","86.9","7.3","1844","87.1","87.21","61","214","229","0.1","6.42","112","155","123","148","294","322","300"
"446",622075,"Yency Almonte",2020,"446","100.0","0.243","0.126","0.291","0.369","0.288","0.287","0.231","25","103","86.9","6.9","2163","89.2","90.34","57","203","239","1.1","6.68","116","151","117","148","303","326","304"
"446",592644,"Adam Plutko",2020,"446","100.0","0.280","0.215","0.287","0.495","0.346","0.322","0.271","30","107","88.0","22.5","2399","87.4","87.42","55","236","209","0.0","6.17","109","154","122","149","293","315","294"
"444",670912,"Johan Oviedo",2020,"444","100.0","0.253","0.179","0.269","0.432","0.333","0.379","0.305","24","95","91.8","11.9","2345","89.7","91.40","42","195","244","1.7","7.10","109","151","113","147","299","324","303"
"441",641672,"Thomas Hatch",2020,"441","100.0","0.191","0.106","0.232","0.298","0.271","0.325","0.242","18","94","86.3","11.9","2443","91.4","91.57","65","208","231","0.2","6.26","106","151","118","147","292","315","294"
"439",675921,"Spencer Howard",2020,"439","100.0","0.300","0.230","0.329","0.530","0.370","0.312","0.251","30","100","87.0","12.7","2214","88.4","88.77","54","210","227","0.4","6.55","112","151","118","149","297","326","294"
"436",608032,"Carlos Estevez",2020,"436","100.0","0.317","0.298","0.380","0.615","0.413","0.354","0.289","33","104","91.8","19.2","2144","93.3","93.63","54","215","218","0.3","6.32","114","152","117","146","306","329","303"
"436",641582,"Matt Foster",2020,"436","100.0","0.162","0.111","0.212","0.273","0.222","0.312","0.242","16","99","85.5","17.9","2129","89.7","89.16","64","211","225","-0.5","5.92","113","152","118","151","296","322","299"
"431",642207,"Devin Williams",2020,"431","100.0","0.090","0.067","0.200","0.157","0.161","0.179","0.109","8","89","83.7","2.4","2633","89.6","90.60","99","191","239","1.0","6.93","112","155","120","153","297","322","300"
"429",664353,"Jose Urquidy",2020,"429","100.0","0.206","0.121","0.209","0.327","0.259","0.335","0.283","22","107","89.8","16.7","2253","87.6","86.87","46","220","208","-0.7","5.95","115","159","117","152","291","326","300"
"428",621142,"Ty Buttrey",2020,"428","100.0","0.283","0.212","0.304","0.495","0.339","0.309","0.268","28","99","89.5","5.0","2095","91.0","90.04","41","205","222","-1.0","5.71","112","150","114","148","303","323","298"
"427",605525,"J.B. Wendelken",2020,"427","100.0","0.183","0.097","0.246","0.280","0.243","0.260","0.187","17","93","86.0","14.7","2389","90.4","89.64","51","190","235","-0.8","6.10","107","147","123","146","297","323","298"
"426",595001,"Josh A. Smith",2020,"426","100.0","0.314","0.181","0.345","0.495","0.359","0.322","0.264","33","105","86.7","13.0","2551","85.2","85.28","48","213","212","0.1","6.33","105","149","116","146","299","319","292"
"425",643338,"Chad Green",2020,"425","100.0","0.144","0.178","0.148","0.322","0.218","0.221","0.161","13","90","87.1","14.1","2487","92.7","93.16","69","220","204","0.5","6.65","112","149","119","149","293","320","287"
"424",622772,"Jimmy Cordero",2020,"424","100.0","0.300","0.118","0.356","0.418","0.332","0.338","0.291","33","110","84.5","4.7","2058","93.8","95.25","45","210","210","1.5","7.02","107","147","112","146","295","320","298"
"424",518489,"Ryan Brasier",2020,"424","100.0","0.245","0.133","0.328","0.378","0.297","0.301","0.249","24","98","91.1","15.7","2275","92.4","93.51","77","226","198","1.1","6.87","109","152","121","147","288","325","290"
"422",592741,"Chasen Shreve",2020,"422","100.0","0.191","0.180","0.250","0.371","0.282","0.277","0.208","17","89","89.9","14.0","1929","87.3","87.67","76","201","219","0.4","6.49","110","146","120","142","294","319","293"
"420",670990,"Yohan Ramirez",2020,"420","100.0","0.130","0.145","0.146","0.275","0.294","0.305","0.151","9","69","86.6","33.5","2385","90.1","90.87","46","153","262","0.8","7.01","109","155","123","146","292","327","293"
"419",640448,"Kyle Finnegan",2020,"419","100.0","0.226","0.086","0.297","0.312","0.272","0.282","0.222","21","93","87.1","5.0","1861","92.7","93.32","53","187","231","0.6","6.57","109","151","122","143","300","314","294"
"419",657044,"Ryan Thompson",2020,"419","100.0","0.274","0.151","0.316","0.425","0.319","0.273","0.232","29","106","87.1","0.4","2015","85.5","85.94","42","189","229","0.4","6.89","111","151","112","149","300","316","291"
"416",461325,"Tyler Clippard",2020,"416","100.0","0.202","0.106","0.258","0.309","0.233","0.257","0.210","19","94","86.5","23.1","2046","82.6","82.35","54","191","223","-0.2","6.12","108","154","114","149","300","332","295"
"416",642121,"Cole Sulser",2020,"416","100.0","0.210","0.148","0.250","0.358","0.309","0.317","0.221","17","81","84.2","16.9","2218","90.6","91.05","61","202","214","0.4","6.62","109","155","119","148","299","324","297"
"415",571710,"Mychal Givens",2020,"415","100.0","0.200","0.250","0.216","0.450","0.315","0.294","0.198","16","80","87.3","22.8","2374","90.8","91.24","57","206","207","0.4","6.44","109","154","117","146","301","326","296"
"414",503569,"Rafael Dolis",2020,"414","100.0","0.193","0.084","0.294","0.277","0.273","0.274","0.172","16","83","81.2","6.6","2121","91.0","90.58","52","171","240","-0.4","6.03","105","151","118","144","290","312","291"
"412",676604,"Tyler Zuber",2020,"412","100.0","0.197","0.171","0.256","0.368","0.325","0.341","0.218","15","76","87.5","10.8","2372","88.4","87.99","41","160","251","-0.4","5.97","110","157","123","145","303","328","304"
"412",453172,"Jared Hughes",2020,"412","100.0","0.256","0.167","0.303","0.422","0.347","0.319","0.229","23","90","84.6","2.4","1965","87.6","87.92","60","186","219","0.3","6.58","113","150","123","144","295","319","292"
"411",543507,"Trevor May",2020,"411","100.0","0.227","0.170","0.326","0.398","0.287","0.271","0.201","20","88","91.1","23.7","2358","91.4","92.59","83","193","217","1.2","6.90","108","154","118","150","301","333","295"
"410",488984,"Tommy Hunter",2020,"410","100.0","0.239","0.152","0.308","0.391","0.300","0.339","0.299","22","92","88.2","9.6","2585","89.5","89.74","47","183","222","0.2","6.40","108","151","118","147","297","327","295"
"410",642233,"Eric Yardley",2020,"410","100.0","0.224","0.129","0.262","0.353","0.289","0.295","0.227","19","85","88.5","3.9","2308","82.7","82.39","35","184","224","-0.3","6.28","114","154","119","150","294","319","298"
"409",664129,"Geoff Hartlieb",2020,"409","100.0","0.205","0.077","0.254","0.282","0.310","0.332","0.223","16","78","87.7","1.6","2297","88.6","88.70","42","169","235","0.1","6.31","105","147","118","146","296","317","294"
"409",641743,"Anthony Kay",2020,"409","100.0","0.268","0.232","0.322","0.500","0.358","0.345","0.271","22","82","88.7","15.4","2303","88.5","87.73","47","180","229","-0.8","5.92","108","151","116","147","289","314","294"
"408",607560,"Ryne Harper",2020,"408","100.0","0.290","0.220","0.343","0.510","0.357","0.319","0.264","29","100","86.2","16.3","2088","79.2","79.80","39","190","216","0.6","6.62","112","153","123","144","299","314","294"
"407",668687,"Andre Scrubb",2020,"407","100.0","0.190","0.051","0.250","0.241","0.276","0.299","0.195","15","79","86.2","9.3","2543","86.3","85.20","34","137","269","-1.1","5.95","109","151","115","149","288","320","297"
"405",605488,"Jeffrey Springs",2020,"405","100.0","0.333","0.256","0.431","0.589","0.399","0.329","0.268","30","90","85.8","14.0","2011","86.9","87.19","74","197","207","0.3","6.48","110","149","118","147","282","322","292"
"404",453268,"Daniel Bard",2020,"404","100.0","0.237","0.108","0.313","0.344","0.292","0.296","0.232","22","93","90.1","10.5","2647","93.2","93.07","56","195","205","-0.1","6.13","117","153","117","149","304","326","304"
"404",448855,"Junior Guerra",2020,"404","100.0","0.205","0.096","0.258","0.301","0.283","0.315","0.235","17","83","83.7","7.1","2295","90.0","90.15","52","193","208","0.2","6.48","108","150","115","147","300","328","303"
"403",660896,"Jorge Alcala",2020,"403","100.0","0.244","0.128","0.321","0.372","0.295","0.278","0.225","21","86","85.8","17.6","2407","92.5","91.59","59","183","219","-0.9","5.78","105","151","114","146","303","333","295"
"402",593372,"Carlos Martinez",2020,"402","100.0","0.352","0.286","0.371","0.637","0.421","0.358","0.300","32","91","88.5","5.8","2082","88.5","87.63","37","189","213","-0.9","5.62","109","146","113","147","301","325","302"
"402",592233,"Stefan Crichton",2020,"402","100.0","0.229","0.115","0.292","0.344","0.279","0.294","0.259","22","96","89.0","13.5","2206","86.8","85.78","40","180","217","-1.0","6.24","108","151","118","150","304","330","302"
"399",593576,"Hector Neris",2020,"399","100.0","0.267","0.044","0.381","0.311","0.295","0.294","0.240","24","90","88.6","12.8","1774","89.9","89.68","72","184","213","-0.2","6.21","109","149","116","147","295","326","295"
"399",656546,"Jeff Hoffman",2020,"399","100.0","0.352","0.220","0.414","0.571","0.406","0.350","0.300","32","91","91.5","15.2","2168","88.9","89.61","41","185","212","0.7","6.62","113","153","118","146","301","329","305"
"398",572888,"Shane Greene",2020,"398","100.0","0.229","0.104","0.270","0.333","0.277","0.279","0.223","22","96","86.3","13.3","2224","87.5","86.76","32","160","234","-0.7","5.71","107","149","113","150","303","328","298"
"397",656547,"Jonathan Holder",2020,"397","100.0","0.281","0.169","0.301","0.449","0.339","0.325","0.252","25","89","86.9","8.2","2313","88.8","89.16","46","191","206","0.4","6.48","111","150","120","148","291","322","287"
"397",621097,"Jacob Waguespack",2020,"397","100.0","0.346","0.128","0.410","0.474","0.385","0.327","0.272","27","78","87.3","12.2","1865","87.9","88.76","45","182","212","0.9","6.75","108","151","119","147","294","313","290"
"397",650893,"Genesis Cabrera",2020,"397","100.0","0.132","0.145","0.171","0.276","0.276","0.319","0.187","10","76","84.0","14.3","2280","90.6","89.94","64","159","232","-0.7","5.88","107","151","113","147","302","323","302"
"397",621345,"A.J. Minter",2020,"397","100.0","0.200","0.120","0.280","0.320","0.256","0.257","0.212","15","75","83.8","7.7","2241","90.4","90.45","57","196","201","0.1","6.20","108","149","113","150","306","325","299"
"396",595014,"Blake Treinen",2020,"396","100.0","0.240","0.073","0.297","0.313","0.271","0.271","0.237","23","96","84.8","-0.5","2378","94.5","93.36","46","201","192","-1.1","5.65","110","158","115","148","300","319","291"
"396",570632,"Jose Urena",2020,"396","100.0","0.247","0.180","0.257","0.427","0.338","0.346","0.249","22","89","89.8","12.4","2206","91.9","91.72","51","188","205","-0.2","6.27","100","150","116","146","311","323","293"
"395",660623,"Huascar Ynoa",2020,"395","100.0","0.277","0.145","0.318","0.422","0.343","0.346","0.275","23","83","87.8","3.6","2166","90.0","89.23","47","184","208","-0.8","5.84","109","151","114","151","304","330","299"
"395",519443,"Brandon Workman",2020,"395","100.0","0.352","0.216","0.443","0.568","0.417","0.371","0.292","31","88","90.1","3.2","2313","85.5","87.06","43","168","226","1.6","7.29","110","147","114","146","294","325","292"
"394",642397,"Gregory Soto",2020,"394","100.0","0.193","0.096","0.269","0.289","0.277","0.286","0.205","16","83","91.3","1.9","2417","95.3","96.09","45","156","236","0.8","6.84","109","150","116","144","300","326","290"
"394",596001,"Jakob Junis",2020,"394","100.0","0.333","0.248","0.350","0.581","0.394","0.344","0.289","35","105","89.2","12.4","2239","85.7","85.46","39","190","200","-0.2","5.93","112","157","113","147","304","328","305"
"394",642528,"Jonathan Loaisiga",2020,"394","100.0","0.241","0.172","0.290","0.414","0.315","0.316","0.251","21","87","83.7","2.9","2319","93.2","93.36","43","185","204","0.2","6.42","110","150","118","148","289","318","286"
"393",665621,"Rony Garcia",2020,"393","100.0","0.287","0.299","0.273","0.586","0.387","0.389","0.312","25","87","89.3","15.6","2207","90.8","90.11","34","170","223","-0.7","5.83","112","149","120","146","298","328","286"
"392",593144,"Richard Rodriguez",2020,"392","100.0","0.179","0.119","0.250","0.298","0.234","0.270","0.218","15","84","91.8","16.5","2506","89.7","90.40","64","178","212","0.7","6.83","111","153","123","150","300","319","297"
"390",595918,"A.J. Cole",2020,"390","100.0","0.226","0.167","0.258","0.393","0.286","0.239","0.194","19","84","85.7","21.7","2272","87.5","87.95","51","187","203","0.5","6.49","107","149","119","145","294","313","289"
"390",444468,"Hector Rondon",2020,"390","100.0","0.298","0.333","0.339","0.631","0.405","0.340","0.263","25","84","91.5","10.7","2117","91.6","91.72","35","180","206","0.1","6.45","108","151","119","149","302","330","301"
"389",605138,"Wes Benjamin",2020,"389","100.0","0.264","0.165","0.303","0.429","0.317","0.291","0.238","24","91","88.8","16.9","2337","87.1","86.37","51","191","197","-0.7","5.81","107","155","114","149","300","314","291"
"389",641729,"Joe Jimenez",2020,"389","100.0","0.284","0.295","0.295","0.580","0.383","0.362","0.278","25","88","92.1","17.1","2377","90.7","91.12","52","197","187","0.4","6.55","110","148","118","144","301","326","291"
"387",623470,"Jake Newberry",2020,"387","100.0","0.256","0.154","0.321","0.410","0.334","0.319","0.237","20","78","88.9","13.6","2485","88.0","87.55","59","163","222","-0.5","5.84","108","154","117","144","300","325","303"
"387",642083,"Aaron Slegers",2020,"387","100.0","0.194","0.043","0.233","0.237","0.210","0.262","0.233","18","93","85.3","5.2","1961","88.9","90.24","47","210","174","1.3","7.18","109","155","115","147","300","320","295"
