"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1071",663903,"Brady Singer",2020,"1071","100.0","0.220","0.136","0.260","0.356","0.281","0.296","0.233","52","236","88.5","9.0","2293","89.2","90.00","109","448","619","0.8","6.58","112","159","117","147","301","328","301"
"1068",571578,"Patrick Corbin",2020,"1068","100.0","0.308","0.181","0.362","0.489","0.351","0.329","0.289","85","276","90.3","11.6","2129","84.5","85.02","127","536","530","0.5","6.70","106","150","118","145","306","318","295"
"1064",592662,"Robbie Ray",2020,"1064","100.0","0.261","0.261","0.323","0.522","0.384","0.362","0.253","53","203","91.3","22.4","2363","89.9","89.69","143","433","628","-0.2","6.30","105","151","119","148","296","322","297"
"1060",425844,"Zack Greinke",2020,"1060","100.0","0.256","0.149","0.321","0.405","0.289","0.286","0.249","67","262","86.2","11.4","2199","83.8","83.40","120","432","626","-0.4","6.01","113","153","115","150","286","322","301"
"1057",594835,"Marco Gonzales",2020,"1057","100.0","0.222","0.139","0.263","0.361","0.260","0.291","0.245","59","266","86.4","17.6","2172","84.2","84.68","99","502","548","0.5","6.57","108","155","121","147","298","327","291"
"1055",605200,"Zach Davies",2020,"1055","100.0","0.216","0.145","0.250","0.361","0.269","0.329","0.267","55","255","86.0","14.2","1952","84.1","83.83","112","438","615","-0.3","6.11","115","151","133","145","306","331","313"
"1049",664285,"Framber Valdez",2020,"1049","100.0","0.240","0.103","0.314","0.342","0.275","0.290","0.240","63","263","91.1","-1.1","2447","88.5","87.79","114","467","574","-0.7","5.94","111","154","117","149","292","321","301"
"1046",659275,"Dinelson Lamet",2020,"1046","100.0","0.161","0.099","0.234","0.260","0.221","0.250","0.188","39","242","88.3","16.5","2554","91.4","90.85","161","494","546","-0.6","6.01","117","151","137","147","302","331","314"
"1033",527048,"Martin Perez",2020,"1033","100.0","0.240","0.175","0.267","0.415","0.320","0.322","0.250","55","229","85.3","13.8","2029","87.5","87.02","99","443","583","-0.5","6.00","108","150","117","145","287","323","292"
"1018",605164,"Dylan Bundy",2020,"1018","100.0","0.208","0.135","0.274","0.343","0.263","0.258","0.212","51","245","86.1","13.4","2275","83.9","83.25","134","454","556","-0.7","5.81","113","152","114","150","308","322","299"
"1017",592866,"Trevor Williams",2020,"1017","100.0","0.296","0.247","0.315","0.543","0.376","0.329","0.263","66","223","86.5","12.0","2189","87.1","88.38","119","490","520","1.3","6.90","108","150","120","147","298","323","301"
"1010",669203,"Corbin Burnes",2020,"1010","100.0","0.174","0.075","0.285","0.249","0.235","0.266","0.193","37","213","86.9","9.7","2729","91.8","92.37","158","454","552","0.6","6.50","110","153","122","152","296","320","298"
"1008",452657,"Jon Lester",2020,"1008","100.0","0.262","0.197","0.277","0.459","0.328","0.348","0.280","64","244","88.6","11.8","2242","85.8","86.39","81","445","558","0.6","6.50","105","152","110","147","300","328","292"
"998",657277,"Logan Webb",2020,"998","100.0","0.288","0.142","0.350","0.429","0.348","0.341","0.285","61","212","88.1","5.7","2046","88.4","83.28","96","419","571","-5.1","6.52","109","155","115","149","297","322","296"
"993",543475,"Jordan Lyles",2020,"993","100.0","0.285","0.209","0.286","0.494","0.351","0.341","0.275","67","235","89.4","14.2","2209","87.1","87.34","72","427","563","0.2","6.76","108","156","114","150","297","320","292"
"986",628317,"Kenta Maeda",2020,"986","100.0","0.168","0.139","0.208","0.307","0.215","0.248","0.209","40","238","84.4","9.5","2148","85.5","85.22","180","517","467","-0.3","6.02","111","156","118","151","298","330","293"
"983",519144,"Rick Porcello",2020,"983","100.0","0.303","0.131","0.373","0.434","0.335","0.336","0.295","74","244","86.9","16.0","2188","87.3","86.92","73","472","504","-0.4","5.96","112","149","126","142","295","322","294"
"979",501985,"Mike Minor",2020,"979","100.0","0.230","0.184","0.269","0.415","0.302","0.304","0.236","50","217","87.5","17.6","2556","87.7","86.84","123","451","522","-0.9","5.83","109","152","116","148","302","324","292"
"975",592332,"Kevin Gausman",2020,"975","100.0","0.221","0.168","0.298","0.389","0.278","0.278","0.229","50","226","87.6","12.8","2074","89.6","89.96","164","495","479","0.4","6.37","112","159","117","149","295","320","297"
"971",434671,"Anibal Sanchez",2020,"971","100.0","0.313","0.223","0.347","0.536","0.377","0.338","0.283","70","224","88.3","13.2","1910","84.6","84.82","108","455","506","0.2","6.32","109","154","126","141","298","316","294"
"968",596133,"Luke Weaver",2020,"968","100.0","0.292","0.231","0.349","0.523","0.362","0.316","0.253","63","216","89.5","18.9","2223","89.8","89.30","115","462","503","-0.5","6.04","110","156","120","151","303","333","303"
"968",543243,"Sonny Gray",2020,"968","100.0","0.203","0.106","0.290","0.309","0.271","0.297","0.237","42","207","86.8","6.8","2651","87.9","88.13","114","385","579","0.2","6.47","115","155","121","152","293","321","292"
"965",656288,"Griffin Canning",2020,"965","100.0","0.257","0.186","0.307","0.443","0.325","0.307","0.233","54","210","88.5","18.8","2326","89.6","88.77","118","433","529","-0.8","5.69","112","150","115","149","308","325","301"
"964",607192,"Tyler Glasnow",2020,"964","100.0","0.200","0.200","0.281","0.400","0.285","0.263","0.191","43","215","90.0","12.7","2564","91.6","92.50","146","445","516","0.9","7.52","110","153","116","147","299","321","293"
"963",605513,"Spencer Turnbull",2020,"963","100.0","0.226","0.111","0.288","0.337","0.291","0.342","0.277","47","208","89.9","6.8","2413","91.0","91.14","118","417","542","0.1","6.25","111","148","114","147","295","326","293"
"963",663978,"Chris Paddack",2020,"963","100.0","0.262","0.253","0.289","0.515","0.336","0.331","0.276","60","229","89.8","8.6","2046","89.5","90.33","119","458","502","0.8","6.88","115","151","131","147","301","330","311"
"960",572971,"Dallas Keuchel",2020,"960","100.0","0.218","0.067","0.258","0.286","0.245","0.310","0.282","52","238","86.1","4.2","2033","83.3","83.35","103","432","527","0.1","6.10","109","152","115","148","299","322","300"
"954",542881,"Tyler Anderson",2020,"954","100.0","0.256","0.154","0.288","0.410","0.320","0.322","0.263","58","227","85.7","20.9","2224","85.8","85.51","107","435","514","-0.3","6.03","107","154","114","147","297","320","293"
"946",605135,"Chris Bassitt",2020,"946","100.0","0.233","0.138","0.278","0.371","0.283","0.289","0.241","56","240","87.9","12.2","2135","88.1","88.36","101","439","505","0.3","6.42","110","151","121","150","302","326","301"
"945",621219,"Alec Mills",2020,"945","100.0","0.230","0.217","0.233","0.448","0.311","0.329","0.263","53","230","86.6","9.8","2185","83.7","83.36","75","416","524","-0.3","6.03","114","157","115","151","294","324","296"
"943",518633,"Danny Duffy",2020,"943","100.0","0.249","0.188","0.287","0.437","0.319","0.318","0.250","53","213","88.4","19.0","2219","86.9","87.95","112","437","504","1.1","6.84","107","154","119","144","303","330","296"
"940",666200,"Jesus Luzardo",2020,"940","100.0","0.257","0.173","0.308","0.429","0.315","0.308","0.257","58","226","88.0","9.4","2323","90.9","89.50","125","421","514","-1.4","5.56","107","148","121","148","300","322","295"
"932",663460,"Kris Bubic",2020,"932","100.0","0.263","0.172","0.312","0.434","0.331","0.335","0.271","52","198","86.1","10.9","2116","85.9","86.70","103","415","512","0.8","6.72","105","154","120","144","306","329","296"
"930",425794,"Adam Wainwright",2020,"930","100.0","0.221","0.148","0.247","0.369","0.273","0.314","0.266","54","244","86.6","11.4","2445","82.1","82.54","103","425","500","0.4","6.60","111","152","114","149","302","324","303"
"922",605288,"Adrian Houser",2020,"922","100.0","0.285","0.172","0.325","0.457","0.348","0.321","0.268","63","221","86.1","1.2","2045","89.9","90.53","101","448","466","0.6","6.60","110","154","120","149","298","319","299"
"916",571666,"Mike Fiers",2020,"916","100.0","0.275","0.161","0.293","0.436","0.326","0.320","0.261","65","236","87.9","19.6","2206","84.2","83.22","64","407","501","-1.0","5.54","111","151","122","152","302","327","302"
"914",593423,"Frankie Montas",2020,"914","100.0","0.270","0.194","0.329","0.464","0.340","0.316","0.248","57","211","87.8","16.6","2287","92.1","91.64","118","409","501","-0.5","5.95","110","150","121","151","299","326","300"
"913",621107,"Zach Eflin",2020,"913","100.0","0.263","0.184","0.347","0.447","0.320","0.271","0.224","60","228","86.4","6.9","2136","90.5","91.19","106","441","470","0.7","6.75","111","152","118","149","295","324","296"
"903",641154,"Pablo Lopez",2020,"903","100.0","0.230","0.115","0.293","0.346","0.274","0.270","0.220","50","217","85.7","6.7","2088","90.4","91.21","120","453","443","0.8","6.81","105","153","114","149","302","319","293"
"901",543699,"Tanner Roark",2020,"901","100.0","0.309","0.304","0.329","0.613","0.411","0.372","0.285","60","194","89.0","18.1","2120","85.6","85.22","106","396","500","-0.4","6.05","108","151","121","145","291","314","293"
"899",608331,"Max Fried",2020,"899","100.0","0.211","0.121","0.268","0.332","0.272","0.257","0.201","42","199","82.7","6.0","2301","86.5","86.55","109","426","467","0.1","6.30","107","150","115","150","309","328","297"
"895",608723,"Austin Voth",2020,"895","100.0","0.281","0.291","0.297","0.571","0.378","0.342","0.268","57","203","89.4","21.2","2391","87.9","88.07","94","424","464","0.2","6.40","110","155","124","143","303","316","295"
"889",664299,"Cristian Javier",2020,"889","100.0","0.188","0.203","0.194","0.391","0.276","0.256","0.185","36","192","86.5","24.6","2411","87.6","87.00","87","386","501","-0.6","5.95","114","157","117","152","288","323","301"
"888",477132,"Clayton Kershaw",2020,"888","100.0","0.194","0.171","0.232","0.365","0.247","0.263","0.217","41","211","87.5","7.7","2570","86.8","78.40","122","441","445","-8.4","6.25","110","158","113","146","299","319","290"
"884",621121,"Lance McCullers Jr.",2020,"884","100.0","0.220","0.185","0.279","0.405","0.303","0.320","0.246","44","200","88.4","3.7","2289","88.5","87.92","106","357","520","-0.6","6.03","115","155","116","151","287","320","299"
"884",592836,"Taijuan Walker",2020,"884","100.0","0.214","0.154","0.243","0.368","0.286","0.325","0.254","43","201","88.0","14.1","2142","88.8","88.42","77","375","504","-0.4","6.12","110","155","122","147","294","319","289"
"880",656954,"Justus Sheffield",2020,"880","100.0","0.251","0.053","0.314","0.304","0.280","0.303","0.258","52","207","90.4","9.3","2089","87.5","86.86","76","383","490","-0.6","5.88","107","154","122","147","296","328","287"
"875",628711,"Julio Urias",2020,"875","100.0","0.220","0.107","0.256","0.327","0.265","0.275","0.218","45","205","86.2","21.8","2495","89.1","88.26","113","434","441","-0.8","5.72","110","158","114","147","301","318","288"
"872",605483,"Blake Snell",2020,"872","100.0","0.228","0.201","0.288","0.429","0.307","0.295","0.232","42","184","86.9","5.7","2288","90.3","90.69","140","412","457","0.4","7.09","106","156","115","148","300","319","292"
"866",669160,"Dustin May",2020,"866","100.0","0.220","0.151","0.235","0.371","0.278","0.307","0.257","45","205","87.1","5.8","2532","95.1","95.37","80","416","447","0.3","6.51","111","161","119","150","295","320","294"
"858",641745,"Brad Keller",2020,"858","100.0","0.202","0.041","0.233","0.244","0.232","0.314","0.271","39","193","88.5","6.7","2403","89.5","89.36","77","395","456","-0.1","5.91","113","158","119","147","302","326","304"
"852",641816,"Tyler Mahle",2020,"852","100.0","0.198","0.174","0.255","0.372","0.286","0.272","0.188","34","172","87.4","20.7","2417","90.8","91.36","131","388","459","0.6","6.61","112","153","118","152","292","320","294"
"850",607200,"Erick Fedde",2020,"850","100.0","0.241","0.200","0.234","0.441","0.323","0.344","0.280","47","195","89.3","2.2","1920","89.4","89.90","54","354","493","0.5","6.62","107","154","122","144","304","318","295"
"834",642232,"Ryan Yarbrough",2020,"834","100.0","0.256","0.118","0.299","0.374","0.296","0.296","0.252","54","211","81.6","10.5","2069","81.4","81.72","120","433","391","0.3","6.62","105","154","115","146","299","316","290"
"815",548389,"Ross Stripling",2020,"815","100.0","0.281","0.256","0.295","0.538","0.367","0.369","0.298","56","199","90.1","11.6","2299","86.5","85.92","66","349","463","-0.6","5.92","111","159","121","147","293","315","294"
"812",640455,"Sean Manaea",2020,"812","100.0","0.270","0.156","0.311","0.427","0.304","0.292","0.266","57","211","90.2","9.4","1683","86.1","87.64","87","394","416","1.5","7.16","108","150","121","149","303","327","299"
"812",656849,"David Peterson",2020,"812","100.0","0.202","0.135","0.233","0.337","0.285","0.310","0.229","36","178","86.6","13.5","2087","87.3","88.54","90","344","464","1.2","7.07","111","149","117","143","299","319","293"
"807",502171,"Alex Cobb",2020,"807","100.0","0.252","0.165","0.275","0.417","0.315","0.362","0.307","52","206","91.0","3.3","2005","88.7","87.46","84","356","448","-1.2","5.73","109","155","116","147","295","321","294"
"804",664141,"JT Brubaker",2020,"804","100.0","0.262","0.164","0.321","0.426","0.323","0.310","0.243","48","183","86.4","10.0","2453","89.6","89.28","100","362","433","-0.3","5.98","110","154","124","149","295","317","299"
"801",643290,"Justin Dunn",2020,"801","100.0","0.189","0.220","0.179","0.409","0.314","0.356","0.246","31","164","92.0","21.0","2263","86.9","87.12","73","329","469","0.2","6.44","111","157","120","149","293","327","297"
"797",622065,"Alex Young",2020,"797","100.0","0.277","0.272","0.288","0.549","0.355","0.357","0.289","51","184","89.6","15.6","2239","86.5","85.42","96","392","403","-1.1","5.60","108","153","119","149","304","330","302"
"795",579328,"Yusei Kikuchi",2020,"795","100.0","0.238","0.128","0.306","0.366","0.295","0.279","0.232","41","172","89.4","4.3","2190","91.4","92.09","110","367","425","0.7","6.81","108","155","120","147","293","326","291"
"793",458676,"Josh Lindblom",2020,"793","100.0","0.244","0.169","0.316","0.413","0.314","0.297","0.245","42","172","87.4","21.3","2321","83.8","83.90","103","348","441","0.1","6.27","109","153","119","153","296","318","300"
"789",641771,"Chad Kuhl",2020,"789","100.0","0.212","0.182","0.239","0.394","0.317","0.369","0.271","35","165","88.3","12.5","2304","89.3","90.19","84","311","474","0.9","6.69","109","154","120","148","301","323","298"
"788",572070,"Garrett Richards",2020,"788","100.0","0.244","0.171","0.284","0.415","0.308","0.315","0.249","47","193","89.5","14.4","2773","91.5","91.23","96","370","415","-0.3","6.09","115","150","133","146","303","333","314"
"787",457918,"J.A. Happ",2020,"787","100.0","0.208","0.174","0.227","0.382","0.280","0.270","0.222","37","178","87.2","13.3","2220","88.9","88.50","85","375","408","-0.4","6.13","111","151","118","149","296","323","286"
"776",668676,"Zach Plesac",2020,"776","100.0","0.191","0.156","0.224","0.347","0.237","0.274","0.228","38","199","87.1","16.9","1989","88.0","88.20","122","410","365","0.2","6.24","108","154","119","150","294","319","292"
"769",547888,"Masahiro Tanaka",2020,"769","100.0","0.257","0.198","0.291","0.455","0.314","0.297","0.244","48","187","87.5","13.6","2091","86.8","86.40","118","397","370","-0.4","6.06","111","150","124","151","292","323","288"
"757",624418,"Ryan Castellani",2020,"757","100.0","0.236","0.287","0.207","0.522","0.368","0.391","0.294","37","157","90.9","17.8","2287","87.8","87.96","80","320","431","0.2","6.12","113","153","117","147","304","334","306"
"752",474463,"Brett Anderson",2020,"752","100.0","0.270","0.184","0.293","0.454","0.323","0.323","0.274","50","185","89.1","4.3","2021","85.5","85.22","66","335","410","-0.3","5.97","106","153","116","143","299","319","295"
"748",677976,"Randy Dobnak",2020,"748","100.0","0.278","0.089","0.311","0.367","0.308","0.305","0.263","50","180","87.5","1.0","2080","87.7","87.08","73","354","386","-0.6","5.75","104","154","114","148","302","331","296"
"748",543135,"Nathan Eovaldi",2020,"748","100.0","0.273","0.203","0.339","0.476","0.330","0.300","0.253","51","187","88.7","7.6","2086","91.1","91.60","112","399","345","0.5","6.59","112","154","119","148","288","324","292"
"747",656756,"Jordan Montgomery",2020,"747","100.0","0.265","0.177","0.323","0.442","0.316","0.292","0.251","48","181","84.4","11.0","2132","87.3","87.03","105","372","372","-0.3","6.21","111","150","119","149","295","322","285"
"746",643230,"Steven Brault",2020,"746","100.0","0.195","0.054","0.243","0.248","0.263","0.313","0.231","29","149","85.4","7.8","2079","87.8","88.32","73","306","435","0.5","6.94","104","151","118","147","306","321","293"
"745",607644,"John Means",2020,"745","100.0","0.220","0.232","0.216","0.451","0.299","0.262","0.194","36","164","88.2","17.0","2435","89.0","88.56","99","377","364","-0.4","6.09","109","155","117","146","303","321","290"
"729",453562,"Jake Arrieta",2020,"729","100.0","0.298","0.158","0.333","0.456","0.346","0.348","0.292","51","171","88.9","6.7","2093","89.7","88.14","57","300","427","-1.6","6.01","110","151","119","149","297","323","294"
"719",502706,"Derek Holland",2020,"719","100.0","0.261","0.280","0.288","0.540","0.363","0.364","0.275","42","161","91.8","15.3","2334","86.7","86.49","82","309","407","-0.2","6.22","104","151","120","148","307","322","293"
"719",656427,"Jack Flaherty",2020,"719","100.0","0.221","0.148","0.284","0.369","0.294","0.328","0.262","33","149","87.3","8.7","2245","88.6","89.26","111","322","393","0.7","6.67","111","152","114","148","302","324","303"
"710",518516,"Madison Bumgarner",2020,"710","100.0","0.276","0.300","0.266","0.576","0.377","0.391","0.304","47","170","89.5","17.3","2446","83.9","83.36","61","351","353","-0.5","6.72","104","153","120","149","305","332","302"
"705",664062,"Tony Gonsolin",2020,"705","100.0","0.193","0.096","0.252","0.289","0.222","0.271","0.240","32","166","87.9","14.7","2351","90.0","89.37","107","359","340","-0.6","5.87","114","161","117","149","298","322","294"
"703",664199,"Taylor Clarke",2020,"703","100.0","0.217","0.205","0.237","0.422","0.305","0.324","0.243","35","161","89.8","16.1","2186","89.7","89.40","68","305","398","-0.3","6.17","110","155","119","151","306","332","304"
"697",543548,"Tommy Milone",2020,"697","100.0","0.324","0.276","0.374","0.600","0.388","0.321","0.273","55","170","88.3","17.3","2015","82.1","81.94","94","339","356","-0.2","6.28","105","152","115","147","303","325","293"
"679",676606,"Nick Margevicius",2020,"679","100.0","0.244","0.192","0.281","0.436","0.309","0.307","0.251","38","156","88.5","18.2","2010","86.1","86.64","60","298","381","0.5","6.57","111","156","123","147","298","326","290"
"674",592879,"Asher Wojciechowski",2020,"674","100.0","0.308","0.288","0.315","0.596","0.392","0.345","0.271","45","146","88.2","20.4","2224","86.0","86.65","80","313","360","0.6","6.80","108","154","115","148","298","324","297"
"673",605397,"Joe Musgrove",2020,"673","100.0","0.226","0.178","0.318","0.404","0.303","0.268","0.197","33","146","85.1","12.5","2503","86.8","86.41","103","312","359","-0.4","5.92","110","156","123","149","295","318","298"
"662",645261,"Sandy Alcantara",2020,"662","100.0","0.226","0.129","0.277","0.355","0.284","0.298","0.243","35","155","87.7","7.2","2328","92.6","92.04","77","320","340","-0.6","6.08","104","152","118","149","301","322","294"
"660",450203,"Charlie Morton",2020,"660","100.0","0.279","0.149","0.355","0.429","0.325","0.293","0.239","43","154","89.1","11.2","2478","87.4","87.55","85","340","314","0.2","6.54","108","154","119","148","301","319","294"
"658",663465,"Kolby Allard",2020,"658","100.0","0.238","0.154","0.284","0.392","0.319","0.320","0.235","31","130","88.6","19.2","2133","87.4","87.06","69","297","358","-0.3","5.97","107","155","116","148","300","321","291"
"658",592351,"Jon Gray",2020,"658","100.0","0.281","0.200","0.293","0.481","0.341","0.346","0.297","45","160","90.3","15.9","2171","89.4","90.07","68","307","347","0.7","6.45","117","154","114","149","309","331","305"
"652",502624,"Chase Anderson",2020,"652","100.0","0.315","0.308","0.362","0.622","0.405","0.363","0.291","45","143","87.4","14.3","2242","86.6","85.82","84","296","351","-0.8","5.75","107","153","123","145","289","309","289"
"650",592826,"Vince Velasquez",2020,"650","100.0","0.269","0.172","0.373","0.440","0.344","0.307","0.231","36","134","87.9","12.4","2303","90.3","90.82","84","314","331","0.5","6.68","109","152","118","149","295","327","291"
"649",605182,"Mike Clevinger",2020,"649","100.0","0.231","0.184","0.277","0.415","0.303","0.319","0.265","34","147","86.9","18.6","2320","87.6","88.44","90","296","353","0.8","6.76","111","153","121","149","295","321","304"
"646",594965,"Daniel Ponce de Leon",2020,"646","100.0","0.190","0.240","0.221","0.430","0.318","0.321","0.220","23","121","88.1","20.9","2413","88.8","88.49","94","299","345","-0.3","6.13","111","150","116","149","303","323","304"
"645",543901,"Ryan Weber",2020,"645","100.0","0.265","0.211","0.273","0.476","0.340","0.340","0.282","44","166","90.1","8.5","2055","84.6","83.41","40","267","373","-1.2","5.59","110","153","119","148","284","322","294"
"641",657140,"Kyle Wright",2020,"641","100.0","0.243","0.188","0.262","0.431","0.335","0.372","0.283","35","144","86.4","8.8","2330","90.3","90.00","66","278","362","-0.3","6.10","109","150","112","151","305","332","300"
"635",605347,"Jorge Lopez",2020,"635","100.0","0.297","0.168","0.317","0.465","0.343","0.346","0.277","46","155","92.5","8.3","2003","89.1","89.19","57","268","363","0.1","6.38","107","152","115","146","299","321","295"
"633",571927,"Steven Matz",2020,"633","100.0","0.323","0.377","0.346","0.700","0.432","0.370","0.304","42","130","90.9","14.9","2268","89.1","89.36","70","299","334","0.3","6.43","110","149","119","144","298","317","294"
"619",448179,"Rich Hill",2020,"619","100.0","0.204","0.102","0.240","0.307","0.268","0.331","0.258","28","137","86.2","15.4","2606","79.9","79.55","42","262","354","-0.3","6.18","103","153","115","148","297","331","297"
"618",461829,"Gio Gonzalez",2020,"618","100.0","0.305","0.168","0.374","0.473","0.376","0.344","0.276","40","131","86.3","10.9","2098","85.0","85.03","79","244","372","0.0","6.31","108","149","116","148","299","320","298"
"613",547942,"Kwang Hyun Kim",2020,"613","100.0","0.197","0.127","0.217","0.324","0.247","0.290","0.255","28","142","87.1","7.7","2107","84.7","85.58","51","278","335","0.9","6.72","110","150","115","147","302","318","297"
"610",607625,"Seth Lugo",2020,"610","100.0","0.274","0.226","0.344","0.500","0.340","0.318","0.266","40","146","90.0","7.5","2390","89.0","88.51","87","289","316","-0.5","6.01","113","147","123","142","293","316","294"
